DTPinMap,version=2.1:platform=Jaguar:toprow=-1:leftcol=-1:rightcol=-1	Pin Map
					
	Group Name	Pin Name	Type	Comment
	All_UVI80_Analog	ATB3_CAL_UVI80_HI	Analog	
	All_UVI80_Analog	ATB3_CAL_UVI80_LOW	Analog	
	All_UVI80_Analog	BRICK_ID1_UVI80	Analog	
	All_UVI80_Analog	BRICK_ID2_UVI80	Analog	
	All_UVI80_Analog	BSTLQ_LX_UVI80	Analog	
	All_UVI80_Analog	BSTLQ_VOUT_UVI80	Analog	
	All_UVI80_Analog	BUCK2_CBOT_UVI80	Analog	
	All_UVI80_Analog	BUCK2_CTOP_UVI80	Analog	
	All_UVI80_Analog	BUCK2_FB_UVI80	Analog	
	All_UVI80_Analog	BUCK2_LX_UVI80	Analog	
	All_UVI80_Analog	BUCK6_FB_UVI80	Analog	
	All_UVI80_Analog	BUCK6_LX_UVI80	Analog	
	All_UVI80_Analog	BUCK6_VOUT_UVI80	Analog	
	All_UVI80_Analog	IBAT_UVI80	Analog	
	All_UVI80_Analog	IDAC_11_6_10_BUS_UVI80	Analog	
	All_UVI80_Analog	IDAC_11_6_11_BUS_UVI80	Analog	
	All_UVI80_Analog	IDAC_11_6_6_BUS_UVI80	Analog	
	All_UVI80_Analog	IDAC_11_6_7_BUS_UVI80	Analog	
	All_UVI80_Analog	IDAC_11_6_8_BUS_UVI80	Analog	
	All_UVI80_Analog	IDAC_11_6_9_BUS_UVI80	Analog	
	All_UVI80_Analog	IDAC_17_12_1_BUS_UVI80	Analog	
	All_UVI80_Analog	IDAC_5_0_BUS_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_0_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_10_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_11_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_12_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_13_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_14_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_15_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_16_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_17_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_1_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_2_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_3_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_4_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_5_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_6_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_7_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_8_UVI80	Analog	
	All_UVI80_Analog	IDAC_OUT_9_UVI80	Analog	
	All_UVI80_Analog	IREF_UVI80	Analog	
	All_UVI80_Analog	RC_VOUT_UVI80	Analog	
	All_UVI80_Analog	TCAL_UVI80	Analog	
	All_UVI80_Analog	TDEV1_UVI80_0	Analog	
	All_UVI80_Analog	VBAT_UVI80	Analog	
	All_UVI80_Analog	VLDO10_UVI80	Analog	
	All_UVI80_Analog	VLDO11_UVI80	Analog	
	All_UVI80_Analog	VLDO12_UVI80	Analog	
	All_UVI80_Analog	VLDO13_UVI80	Analog	
	All_UVI80_Analog	VLDO14_UVI80	Analog	
	All_UVI80_Analog	VLDO1_UVI80	Analog	
	All_UVI80_Analog	VLDO2_UVI80	Analog	
	All_UVI80_Analog	VLDO3_UVI80	Analog	
	All_UVI80_Analog	VLDO4_UVI80	Analog	
	All_UVI80_Analog	VLDO5_UVI80	Analog	
	All_UVI80_Analog	VLDO6_UVI80	Analog	
	All_UVI80_Analog	VLDO7_UVI80	Analog	
	All_UVI80_Analog	VLDO8_UVI80	Analog	
	All_UVI80_Analog	VLDO9_UVI80	Analog	
	All_UVI80_Analog	VLDOINT_UVI80	Analog	
	All_UVI80_Analog	VMBX_UVI80	Analog	
	All_UVI80_Analog	VREF_UVI80	Analog	
	All_UVI80_Analog	VSS_S_UVI80	Analog	
	All_UVI80_Analog	WLED_HP_LX_UVI80	Analog	
	All_UVI80_Analog	WLED_VOUT_FB_UVI80	Analog	
	All_UVI80_power	BUCK_SWI0_IN_UVI80	power	
	All_UVI80_power	BUCK_SWI1_IN_UVI80	power	
	All_UVI80_power	VCP_UVI80	power	
	All_UVI80_power	VDDIO1V2_UVI80	power	
	All_UVI80_power	VDD_ANA_UVI80	power	
	All_UVI80_power	VDD_B12_LDO_UVI80	power	
	All_UVI80_power	VDD_B4_S_UVI80	power	
	All_UVI80_power	VDD_B4_UVI80	power	
	All_UVI80_power	VDD_B6_LDO_UVI80	power	
	All_UVI80_power	VDD_BOOST1_UVI80	power	
	All_UVI80_power	VDD_BOOST_LDO_UVI80	power	
	All_UVI80_power	VDD_BOOST_LNV_UVI80	power	
	All_UVI80_power	VDD_BOOST_UVI80	power	
	All_UVI80_power	VDD_BSTLQ_IN_UVI80	power	
	All_UVI80_power	VDD_BUCK2_UVI80	power	
	All_UVI80_power	VDD_BUCK6_UVI80	power	
	All_UVI80_power	VDD_DIG_UVI80	power	
	All_UVI80_power	VDD_LDO14_UVI80	power	
	All_UVI80_power	VDD_LDO6_UVI80	power	
	All_UVI80_power	VDD_LDO7_UVI80	power	
	All_UVI80_power	VDD_MAIN_BSTLQ_UVI80	power	
	All_UVI80_power	VDD_MAIN_DRV_UVI80	power	
	All_UVI80_power	VDD_MAIN_LDO_UVI80	power	
	All_UVI80_power	VDD_MAIN_SNS_UVI80	power	
	All_UVI80_power	VDD_MAIN_SNS_WLED_UVI80	power	
	All_UVI80_power	VDD_MAIN_UVI80	power	
	All_UVI80_power	VDD_MAIN_WLED_UVI80	power	
	All_DC30_Analog	AMUX_AY_DC30	Analog	
	All_DC30_Analog	AMUX_BY_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_0_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_10_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_11_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_12_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_13_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_14_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_15_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_16_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_17_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_1_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_2_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_3_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_4_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_5_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_6_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_7_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_8_DC30	Analog	
	All_DC30_Analog	IDAC_OUT_9_DC30	Analog	
	All_DC30_Analog	TCAL_DC30	Analog	
	All_DC30_Analog	TDEV1_DC30	Analog	
	All_DC30_Analog	VREF_ADC_DC30	Analog	
	All_DC30_Analog	VREF_DC30	Analog	
	All_DC30_Analog	WLED_HP1_LX_DC30_0	Analog	
	All_DC30_Analog	WLED_HP1_LX_DC30_1	Analog	
	All_DC30_Analog	WLED_HP2_LX_DC30_0	Analog	
	All_DC30_Analog	WLED_HP2_LX_DC30_1	Analog	
	All_DC30_Analog	WLED_LP_LX_DC30_0	Analog	
	All_DC30_Analog	WLED_LP_LX_DC30_1	Analog	
	All_DC30_Analog	WLED_VOUT_FB_DC30	Analog	
	All_DC30_power	VPP_DC30	power	
	All_Support	K1001	Utility	
	All_Support	K1002	Utility	
	All_Support	K1003	Utility	
	All_Support	K1004	Utility	
	All_Support	K1005	Utility	
	All_Support	K1006	Utility	
	All_Support	K1007	Utility	
	All_Support	K1008	Utility	
	All_Support	K1009	Utility	
	All_Support	K1010	Utility	
	All_Support	K1011	Utility	
	All_Support	K1012	Utility	
	All_Support	K1013	Utility	
	All_Support	K1014	Utility	
	All_Support	K1015	Utility	
	All_Support	K1016	Utility	
	All_Support	K1017	Utility	
	All_Support	K1018	Utility	
	All_Support	K1019	Utility	
	All_Support	K1020	Utility	
	All_Support	K1021	Utility	
	All_Support	K1022	Utility	
	All_Support	K1023	Utility	
	All_Support	K1024	Utility	
	All_Support	K1025	Utility	
	All_Support	K1026	Utility	
	All_Support	K1027	Utility	
	All_Support	K1028	Utility	
	All_Support	K1029	Utility	
	All_Support	K1030	Utility	
	All_Support	K1031	Utility	
	All_Support	K1032	Utility	
	All_Support	K1033	Utility	
	All_Support	K1034	Utility	
	All_Support	K1035	Utility	
	All_Support	K1036	Utility	
	All_Support	K1037	Utility	
	All_Support	K1038	Utility	
	All_Support	K1039	Utility	
	All_Support	K1040	Utility	
	All_Support	K1041	Utility	
	All_Support	K1042	Utility	
	All_Support	K1043	Utility	
	All_Support	K1044	Utility	
	All_Support	K1045	Utility	
	All_Support	K1046	Utility	
	All_Support	K1047	Utility	
	All_Support	K1048	Utility	
	All_Support	K1049	Utility	
	All_Support	K1050	Utility	
	All_Support	K1051	Utility	
	All_Support	K1052	Utility	
	All_Support	K1053	Utility	
	All_Support	K1054	Utility	
	All_Support	K1055	Utility	
	All_Support	K1056	Utility	
	All_Support	K1057	Utility	
	All_Support	K1058	Utility	
	All_Support	K1059	Utility	
	All_Support	K1060	Utility	
	All_Support	K1061	Utility	
	All_Support	K1062	Utility	
	All_Support	K1063	Utility	
	All_Support	K1064	Utility	
	All_Support	K1065	Utility	
	All_Support	K1066	Utility	
	All_Support	K1067	Utility	
	All_Support	K1068	Utility	
	All_Support	K1069	Utility	
	All_Support	K1070	Utility	
	All_Support	K1071	Utility	
	All_Support	K1072	Utility	
	All_Support	K1402	Utility	
	All_Support	K1403	Utility	
	All_Support	K1404	Utility	
	All_Support	K1601	Utility	
	All_Support	K2101	Utility	
	All_Support	K2102	Utility	
	All_Support	K2103	Utility	
	All_Support	K2104	Utility	
	All_Support	K2105	Utility	
	All_Support	K2106	Utility	
	All_Support	K2107	Utility	
	All_Support	K3101	Utility	
	All_Support	K3901	Utility	
	All_Support	K3902	Utility	
	All_Support	K3903	Utility	
	All_Support	K3904	Utility	
	All_Support	K4101	Utility	
	All_Support	K4201	Utility	
	All_Support	K4202	Utility	
	All_Support	K4701	Utility	
	All_Support	K4702	Utility	
	All_Support	K4703	Utility	
	All_Support	K4801	Utility	
	All_Support	K4802	Utility	
	All_Support	K4901	Utility	
	All_Support	K4902	Utility	
	All_Support	K5001	Utility	
	All_Support	K5002	Utility	
	All_Support	K5101	Utility	
	All_Support	K5102	Utility	
	All_Support	K5201	Utility	
	All_Support	K5202	Utility	
	All_Support	K5301	Utility	
	All_Support	K5601	Utility	
	All_Support	K5701	Utility	
	All_Support	K6301	Utility	
	All_Support	K6302	Utility	
	All_Support	K6303	Utility	
	All_Support	K6304	Utility	
	All_Support	K6305	Utility	
	All_Support	K6306	Utility	
	All_Support	K6307	Utility	
	All_Support	K6308	Utility	
	All_Support	K6309	Utility	
	All_Support	K6801	Utility	
	All_Support	K6802	Utility	
	All_Support	K6803	Utility	
	All_Support	K6901	Utility	
	All_Support	K6902	Utility	
	All_Support	K6903	Utility	
	All_Support	K6904	Utility	
	All_Support	K7001	Utility	
	All_Support	K7002	Utility	
	All_Support	K7003	Utility	
	All_Support	K7004	Utility	
	All_Support	K7005	Utility	
	All_Support	K7006	Utility	
	All_Support	K7007	Utility	
	All_Support	K7008	Utility	
	All_Support	K7009	Utility	
	All_Support	K7010	Utility	
	All_Support	K7011	Utility	
	All_Support	K7012	Utility	
	All_Support	K7013	Utility	
	All_Support	K7014	Utility	
	All_Support	K7015	Utility	
	DCVI	BUCK_SWI0_IN_UVI80	power	
	DCVI	BUCK_SWI1_IN_UVI80	power	
	DCVI	VCP_UVI80	power	
	DCVI	VDDIO1V2_UVI80	power	
	DCVI	VDD_ANA_UVI80	power	
	DCVI	VDD_B12_LDO_UVI80	power	
	DCVI	VDD_B4_S_UVI80	power	
	DCVI	VDD_B4_UVI80	power	
	DCVI	VDD_B6_LDO_UVI80	power	
	DCVI	VDD_BOOST1_UVI80	power	
	DCVI	VDD_BOOST_LDO_UVI80	power	
	DCVI	VDD_BOOST_LNV_UVI80	power	
	DCVI	VDD_BOOST_UVI80	power	
	DCVI	VDD_BSTLQ_IN_UVI80	power	
	DCVI	VDD_BUCK2_UVI80	power	
	DCVI	VDD_BUCK6_UVI80	power	
	DCVI	VDD_DIG_UVI80	power	
	DCVI	VDD_LDO14_UVI80	power	
	DCVI	VDD_LDO6_UVI80	power	
	DCVI	VDD_LDO7_UVI80	power	
	DCVI	VDD_MAIN_BSTLQ_UVI80	power	
	DCVI	VDD_MAIN_DRV_UVI80	power	
	DCVI	VDD_MAIN_LDO_UVI80	power	
	DCVI	VDD_MAIN_SNS_UVI80	power	
	DCVI	VDD_MAIN_SNS_WLED_UVI80	power	
	DCVI	VDD_MAIN_UVI80	power	
	DCVI	VDD_MAIN_WLED_UVI80	power	
	DCVI	VPP_DC30	power	
	DCVI_Analog	ADC_IN_UVI80	Analog	
	DCVI_Analog	AMUX_AY_DC30	Analog	
	DCVI_Analog	AMUX_AY_UVI80	Analog	
	DCVI_Analog	AMUX_BY_DC30	Analog	
	DCVI_Analog	AMUX_BY_UVI80	Analog	
	DCVI_Analog	ATB3_CAL_UVI80_HI	Analog	
	DCVI_Analog	ATB3_CAL_UVI80_LOW	Analog	
	DCVI_Analog	BRICK_ID1_UVI80	Analog	
	DCVI_Analog	BRICK_ID2_UVI80	Analog	
	DCVI_Analog	BSTLQ_LX_UVI80	Analog	
	DCVI_Analog	BSTLQ_VOUT_UVI80	Analog	
	DCVI_Analog	BUCK2_CBOT_UVI80	Analog	
	DCVI_Analog	BUCK2_CTOP_UVI80	Analog	
	DCVI_Analog	BUCK2_FB_UVI80	Analog	
	DCVI_Analog	BUCK2_LX_UVI80	Analog	
	DCVI_Analog	BUCK6_FB_UVI80	Analog	
	DCVI_Analog	BUCK6_LX_UVI80	Analog	
	DCVI_Analog	BUCK6_VOUT_UVI80	Analog	
	DCVI_Analog	IBAT_UVI80	Analog	
	DCVI_Analog	IDAC_11_6_10_BUS_UVI80	Analog	
	DCVI_Analog	IDAC_11_6_11_BUS_UVI80	Analog	
	DCVI_Analog	IDAC_11_6_6_BUS_UVI80	Analog	
	DCVI_Analog	IDAC_11_6_7_BUS_UVI80	Analog	
	DCVI_Analog	IDAC_11_6_8_BUS_UVI80	Analog	
	DCVI_Analog	IDAC_11_6_9_BUS_UVI80	Analog	
	DCVI_Analog	IDAC_17_12_1_BUS_UVI80	Analog	
	DCVI_Analog	IDAC_5_0_BUS_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_0_DC30	Analog	
	DCVI_Analog	IDAC_OUT_0_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_10_DC30	Analog	
	DCVI_Analog	IDAC_OUT_10_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_11_DC30	Analog	
	DCVI_Analog	IDAC_OUT_11_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_12_DC30	Analog	
	DCVI_Analog	IDAC_OUT_12_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_13_DC30	Analog	
	DCVI_Analog	IDAC_OUT_13_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_14_DC30	Analog	
	DCVI_Analog	IDAC_OUT_14_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_15_DC30	Analog	
	DCVI_Analog	IDAC_OUT_15_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_16_DC30	Analog	
	DCVI_Analog	IDAC_OUT_16_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_17_DC30	Analog	
	DCVI_Analog	IDAC_OUT_17_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_1_DC30	Analog	
	DCVI_Analog	IDAC_OUT_1_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_2_DC30	Analog	
	DCVI_Analog	IDAC_OUT_2_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_3_DC30	Analog	
	DCVI_Analog	IDAC_OUT_3_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_4_DC30	Analog	
	DCVI_Analog	IDAC_OUT_4_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_5_DC30	Analog	
	DCVI_Analog	IDAC_OUT_5_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_6_DC30	Analog	
	DCVI_Analog	IDAC_OUT_6_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_7_DC30	Analog	
	DCVI_Analog	IDAC_OUT_7_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_8_DC30	Analog	
	DCVI_Analog	IDAC_OUT_8_UVI80	Analog	
	DCVI_Analog	IDAC_OUT_9_DC30	Analog	
	DCVI_Analog	IDAC_OUT_9_UVI80	Analog	
	DCVI_Analog	IREF_UVI80	Analog	
	DCVI_Analog	RC_VOUT_UVI80	Analog	
	DCVI_Analog	TCAL_DC30	Analog	
	DCVI_Analog	TCAL_UVI80	Analog	
	DCVI_Analog	TDEV1_DC30	Analog	
	DCVI_Analog	TDEV1_UVI80_0	Analog	
	DCVI_Analog	VBAT_UVI80	Analog	
	DCVI_Analog	VLDO10_UVI80	Analog	
	DCVI_Analog	VLDO11_UVI80	Analog	
	DCVI_Analog	VLDO12_UVI80	Analog	
	DCVI_Analog	VLDO13_UVI80	Analog	
	DCVI_Analog	VLDO14_UVI80	Analog	
	DCVI_Analog	VLDO1_UVI80	Analog	
	DCVI_Analog	VLDO2_UVI80	Analog	
	DCVI_Analog	VLDO3_UVI80	Analog	
	DCVI_Analog	VLDO4_UVI80	Analog	
	DCVI_Analog	VLDO5_UVI80	Analog	
	DCVI_Analog	VLDO6_UVI80	Analog	
	DCVI_Analog	VLDO7_UVI80	Analog	
	DCVI_Analog	VLDO8_UVI80	Analog	
	DCVI_Analog	VLDO9_UVI80	Analog	
	DCVI_Analog	VLDOINT_UVI80	Analog	
	DCVI_Analog	VMBX_UVI80	Analog	
	DCVI_Analog	VREF_ADC_DC30	Analog	
	DCVI_Analog	VREF_DC30	Analog	
	DCVI_Analog	VREF_UVI80	Analog	
	DCVI_Analog	VSS_S_UVI80	Analog	
	DCVI_Analog	WLED_HP1_LX_DC30_0	Analog	
	DCVI_Analog	WLED_HP1_LX_DC30_1	Analog	
	DCVI_Analog	WLED_HP2_LX_DC30_0	Analog	
	DCVI_Analog	WLED_HP2_LX_DC30_1	Analog	
	DCVI_Analog	WLED_HP_LX_UVI80	Analog	
	DCVI_Analog	WLED_LP_LX_DC30_0	Analog	
	DCVI_Analog	WLED_LP_LX_DC30_1	Analog	
	DCVI_Analog	WLED_VOUT_FB_DC30	Analog	
	DCVI_Analog	WLED_VOUT_FB_UVI80	Analog	
	AMUX_0_Diff	AMUX_N0	Differential	
	AMUX_0_Diff	AMUX_P0	Differential	
