																				OTP_AVC_V001	

OTP_REGISTER_NAME	name	inst_name	inst_base	reg_name	reg_ofs	otp_owner	DEFAULT VALUE	bw	idx	offset	otp_b0	otp_a0	otpreg_add	otpreg_ofs	Default or Real	REAL VALUE	Comment	Different	OTP_ECID_ONLY	OTP_AVC_V001	END	
OTP__OVWR921_ADD_LSB_0	OVWR921_ADD_LSB					chiplead	0	8	3055	24	0	723	0	0	Default				0	0	
OTP__OVWR921_ADD_MSB_0	OVWR921_ADD_MSB					chiplead	0	8	3056	0	0	724	0	0	Default				0	0	
OTP__OVWR921_DATA_0	OVWR921_DATA					chiplead	0	8	3057	8	0	724	0	0	Default				0	0	
OTP__OVWR922_ADD_LSB_0	OVWR922_ADD_LSB					chiplead	0	8	3058	16	0	724	0	0	Default				0	0	
OTP__OVWR922_ADD_MSB_0	OVWR922_ADD_MSB					chiplead	0	8	3059	24	0	724	0	0	Default				0	0	
OTP__OVWR922_DATA_0	OVWR922_DATA					chiplead	0	8	3060	0	0	725	0	0	Default				0	0	
OTP__OVWR923_ADD_LSB_0	OVWR923_ADD_LSB					chiplead	0	8	3061	8	0	725	0	0	Default				0	0	
OTP__OVWR923_ADD_MSB_0	OVWR923_ADD_MSB					chiplead	0	8	3062	16	0	725	0	0	Default				0	0	
OTP__OVWR923_DATA_0	OVWR923_DATA					chiplead	0	8	3063	24	0	725	0	0	Default				0	0	
OTP__OVWR924_ADD_LSB_0	OVWR924_ADD_LSB					chiplead	0	8	3064	0	0	726	0	0	Default				0	0	
OTP__OVWR924_ADD_MSB_0	OVWR924_ADD_MSB					chiplead	0	8	3065	8	0	726	0	0	Default				0	0	
OTP__OVWR924_DATA_0	OVWR924_DATA					chiplead	0	8	3066	16	0	726	0	0	Default				0	0	
OTP__OVWR925_ADD_LSB_0	OVWR925_ADD_LSB					chiplead	0	8	3067	24	0	726	0	0	Default				0	0	
OTP__OVWR925_ADD_MSB_0	OVWR925_ADD_MSB					chiplead	0	8	3068	0	0	727	0	0	Default				0	0	
OTP__OVWR925_DATA_0	OVWR925_DATA					chiplead	0	8	3069	8	0	727	0	0	Default				0	0	
OTP__OVWR926_ADD_LSB_0	OVWR926_ADD_LSB					chiplead	0	8	3070	16	0	727	0	0	Default				0	0	
OTP__OVWR926_ADD_MSB_0	OVWR926_ADD_MSB					chiplead	0	8	3071	24	0	727	0	0	Default				0	0	
OTP__OVWR926_DATA_0	OVWR926_DATA					chiplead	0	8	3072	0	0	728	0	0	Default				0	0	
OTP__OVWR927_ADD_LSB_0	OVWR927_ADD_LSB					chiplead	0	8	3073	8	0	728	0	0	Default				0	0	
OTP__OVWR927_ADD_MSB_0	OVWR927_ADD_MSB					chiplead	0	8	3074	16	0	728	0	0	Default				0	0	
OTP__OVWR927_DATA_0	OVWR927_DATA					chiplead	0	8	3075	24	0	728	0	0	Default				0	0	
OTP__OVWR928_ADD_LSB_0	OVWR928_ADD_LSB					chiplead	0	8	3076	0	0	729	0	0	Default				0	0	
OTP__OVWR928_ADD_MSB_0	OVWR928_ADD_MSB					chiplead	0	8	3077	8	0	729	0	0	Default				0	0	
OTP__OVWR928_DATA_0	OVWR928_DATA					chiplead	0	8	3078	16	0	729	0	0	Default				0	0	
OTP__OVWR929_ADD_LSB_0	OVWR929_ADD_LSB					chiplead	0	8	3079	24	0	729	0	0	Default				0	0	
OTP__OVWR929_ADD_MSB_0	OVWR929_ADD_MSB					chiplead	0	8	3080	0	0	730	0	0	Default				0	0	
OTP__OVWR929_DATA_0	OVWR929_DATA					chiplead	0	8	3081	8	0	730	0	0	Default				0	0	
OTP__OVWR930_ADD_LSB_0	OVWR930_ADD_LSB					chiplead	0	8	3082	16	0	730	0	0	Default				0	0	
OTP__OVWR930_ADD_MSB_0	OVWR930_ADD_MSB					chiplead	0	8	3083	24	0	730	0	0	Default				0	0	
OTP__OVWR930_DATA_0	OVWR930_DATA					chiplead	0	8	3084	0	0	731	0	0	Default				0	0	
OTP__OVWR931_ADD_LSB_0	OVWR931_ADD_LSB					chiplead	0	8	3085	8	0	731	0	0	Default				0	0	
OTP__OVWR931_ADD_MSB_0	OVWR931_ADD_MSB					chiplead	0	8	3086	16	0	731	0	0	Default				0	0	
OTP__OVWR931_DATA_0	OVWR931_DATA					chiplead	0	8	3087	24	0	731	0	0	Default				0	0	
OTP__OVWR932_ADD_LSB_0	OVWR932_ADD_LSB					chiplead	0	8	3088	0	0	732	0	0	Default				0	0	
OTP__OVWR932_ADD_MSB_0	OVWR932_ADD_MSB					chiplead	0	8	3089	8	0	732	0	0	Default				0	0	
OTP__OVWR932_DATA_0	OVWR932_DATA					chiplead	0	8	3090	16	0	732	0	0	Default				0	0	
OTP__OVWR933_ADD_LSB_0	OVWR933_ADD_LSB					chiplead	0	8	3091	24	0	732	0	0	Default				0	0	
OTP__OVWR933_ADD_MSB_0	OVWR933_ADD_MSB					chiplead	0	8	3092	0	0	733	0	0	Default				0	0	
OTP__OVWR933_DATA_0	OVWR933_DATA					chiplead	0	8	3093	8	0	733	0	0	Default				0	0	
OTP__OVWR934_ADD_LSB_0	OVWR934_ADD_LSB					chiplead	0	8	3094	16	0	733	0	0	Default				0	0	
OTP__OVWR934_ADD_MSB_0	OVWR934_ADD_MSB					chiplead	0	8	3095	24	0	733	0	0	Default				0	0	
OTP__OVWR934_DATA_0	OVWR934_DATA					chiplead	0	8	3096	0	0	734	0	0	Default				0	0	
OTP__OVWR935_ADD_LSB_0	OVWR935_ADD_LSB					chiplead	0	8	3097	8	0	734	0	0	Default				0	0	
OTP__OVWR935_ADD_MSB_0	OVWR935_ADD_MSB					chiplead	0	8	3098	16	0	734	0	0	Default				0	0	
OTP__OVWR935_DATA_0	OVWR935_DATA					chiplead	0	8	3099	24	0	734	0	0	Default				0	0	
OTP__OVWR936_ADD_LSB_0	OVWR936_ADD_LSB					chiplead	0	8	3100	0	0	735	0	0	Default				0	0	
OTP__OVWR936_ADD_MSB_0	OVWR936_ADD_MSB					chiplead	0	8	3101	8	0	735	0	0	Default				0	0	
OTP__OVWR936_DATA_0	OVWR936_DATA					chiplead	0	8	3102	16	0	735	0	0	Default				0	0	
OTP__OVWR937_ADD_LSB_0	OVWR937_ADD_LSB					chiplead	0	8	3103	24	0	735	0	0	Default				0	0	
OTP__OVWR937_ADD_MSB_0	OVWR937_ADD_MSB					chiplead	0	8	3104	0	0	736	0	0	Default				0	0	
OTP__OVWR937_DATA_0	OVWR937_DATA					chiplead	0	8	3105	8	0	736	0	0	Default				0	0	
OTP__OVWR938_ADD_LSB_0	OVWR938_ADD_LSB					chiplead	0	8	3106	16	0	736	0	0	Default				0	0	
OTP__OVWR938_ADD_MSB_0	OVWR938_ADD_MSB					chiplead	0	8	3107	24	0	736	0	0	Default				0	0	
OTP__OVWR938_DATA_0	OVWR938_DATA					chiplead	0	8	3108	0	0	737	0	0	Default				0	0	
OTP__OVWR939_ADD_LSB_0	OVWR939_ADD_LSB					chiplead	0	8	3109	8	0	737	0	0	Default				0	0	
OTP__OVWR939_ADD_MSB_0	OVWR939_ADD_MSB					chiplead	0	8	3110	16	0	737	0	0	Default				0	0	
OTP__OVWR939_DATA_0	OVWR939_DATA					chiplead	0	8	3111	24	0	737	0	0	Default				0	0	
OTP__OVWR940_ADD_LSB_0	OVWR940_ADD_LSB					chiplead	0	8	3112	0	0	738	0	0	Default				0	0	
OTP__OVWR940_ADD_MSB_0	OVWR940_ADD_MSB					chiplead	0	8	3113	8	0	738	0	0	Default				0	0	
OTP__OVWR940_DATA_0	OVWR940_DATA					chiplead	0	8	3114	16	0	738	0	0	Default				0	0	
OTP__OVWR941_ADD_LSB_0	OVWR941_ADD_LSB					chiplead	0	8	3115	24	0	738	0	0	Default				0	0	
OTP__OVWR941_ADD_MSB_0	OVWR941_ADD_MSB					chiplead	0	8	3116	0	0	739	0	0	Default				0	0	
OTP__OVWR941_DATA_0	OVWR941_DATA					chiplead	0	8	3117	8	0	739	0	0	Default				0	0	
OTP__OVWR942_ADD_LSB_0	OVWR942_ADD_LSB					chiplead	0	8	3118	16	0	739	0	0	Default				0	0	
OTP__OVWR942_ADD_MSB_0	OVWR942_ADD_MSB					chiplead	0	8	3119	24	0	739	0	0	Default				0	0	
OTP__OVWR942_DATA_0	OVWR942_DATA					chiplead	0	8	3120	0	0	740	0	0	Default				0	0	
OTP__OVWR943_ADD_LSB_0	OVWR943_ADD_LSB					chiplead	0	8	3121	8	0	740	0	0	Default				0	0	
OTP__OVWR943_ADD_MSB_0	OVWR943_ADD_MSB					chiplead	0	8	3122	16	0	740	0	0	Default				0	0	
OTP__OVWR943_DATA_0	OVWR943_DATA					chiplead	0	8	3123	24	0	740	0	0	Default				0	0	
OTP__OVWR944_ADD_LSB_0	OVWR944_ADD_LSB					chiplead	0	8	3124	0	0	741	0	0	Default				0	0	
OTP__OVWR944_ADD_MSB_0	OVWR944_ADD_MSB					chiplead	0	8	3125	8	0	741	0	0	Default				0	0	
OTP__OVWR944_DATA_0	OVWR944_DATA					chiplead	0	8	3126	16	0	741	0	0	Default				0	0	
OTP__OVWR945_ADD_LSB_0	OVWR945_ADD_LSB					chiplead	0	8	3127	24	0	741	0	0	Default				0	0	
OTP__OVWR945_ADD_MSB_0	OVWR945_ADD_MSB					chiplead	0	8	3128	0	0	742	0	0	Default				0	0	
OTP__OVWR945_DATA_0	OVWR945_DATA					chiplead	0	8	3129	8	0	742	0	0	Default				0	0	
OTP__OVWR946_ADD_LSB_0	OVWR946_ADD_LSB					chiplead	0	8	3130	16	0	742	0	0	Default				0	0	
OTP__OVWR946_ADD_MSB_0	OVWR946_ADD_MSB					chiplead	0	8	3131	24	0	742	0	0	Default				0	0	
OTP__OVWR946_DATA_0	OVWR946_DATA					chiplead	0	8	3132	0	0	743	0	0	Default				0	0	
OTP__OVWR947_ADD_LSB_0	OVWR947_ADD_LSB					chiplead	0	8	3133	8	0	743	0	0	Default				0	0	
OTP__OVWR947_ADD_MSB_0	OVWR947_ADD_MSB					chiplead	0	8	3134	16	0	743	0	0	Default				0	0	
OTP__OVWR947_DATA_0	OVWR947_DATA					chiplead	0	8	3135	24	0	743	0	0	Default				0	0	
OTP__OVWR948_ADD_LSB_0	OVWR948_ADD_LSB					chiplead	0	8	3136	0	0	744	0	0	Default				0	0	
OTP__OVWR948_ADD_MSB_0	OVWR948_ADD_MSB					chiplead	0	8	3137	8	0	744	0	0	Default				0	0	
OTP__OVWR948_DATA_0	OVWR948_DATA					chiplead	0	8	3138	16	0	744	0	0	Default				0	0	
OTP__OVWR949_ADD_LSB_0	OVWR949_ADD_LSB					chiplead	0	8	3139	24	0	744	0	0	Default				0	0	
OTP__OVWR949_ADD_MSB_0	OVWR949_ADD_MSB					chiplead	0	8	3140	0	0	745	0	0	Default				0	0	
OTP__OVWR949_DATA_0	OVWR949_DATA					chiplead	0	8	3141	8	0	745	0	0	Default				0	0	
OTP__OVWR950_ADD_LSB_0	OVWR950_ADD_LSB					chiplead	0	8	3142	16	0	745	0	0	Default				0	0	
OTP__OVWR950_ADD_MSB_0	OVWR950_ADD_MSB					chiplead	0	8	3143	24	0	745	0	0	Default				0	0	
OTP__OVWR950_DATA_0	OVWR950_DATA					chiplead	0	8	3144	0	0	746	0	0	Default				0	0	
OTP__OVWR951_ADD_LSB_0	OVWR951_ADD_LSB					chiplead	0	8	3145	8	0	746	0	0	Default				0	0	
OTP__OVWR951_ADD_MSB_0	OVWR951_ADD_MSB					chiplead	0	8	3146	16	0	746	0	0	Default				0	0	
OTP__OVWR951_DATA_0	OVWR951_DATA					chiplead	0	8	3147	24	0	746	0	0	Default				0	0	
OTP__OVWR952_ADD_LSB_0	OVWR952_ADD_LSB					chiplead	0	8	3148	0	0	747	0	0	Default				0	0	
OTP__OVWR952_ADD_MSB_0	OVWR952_ADD_MSB					chiplead	0	8	3149	8	0	747	0	0	Default				0	0	
OTP__OVWR952_DATA_0	OVWR952_DATA					chiplead	0	8	3150	16	0	747	0	0	Default				0	0	
OTP__OVWR953_ADD_LSB_0	OVWR953_ADD_LSB					chiplead	0	8	3151	24	0	747	0	0	Default				0	0	
OTP__OVWR953_ADD_MSB_0	OVWR953_ADD_MSB					chiplead	0	8	3152	0	0	748	0	0	Default				0	0	
OTP__OVWR953_DATA_0	OVWR953_DATA					chiplead	0	8	3153	8	0	748	0	0	Default				0	0	
OTP__OVWR954_ADD_LSB_0	OVWR954_ADD_LSB					chiplead	0	8	3154	16	0	748	0	0	Default				0	0	
OTP__OVWR954_ADD_MSB_0	OVWR954_ADD_MSB					chiplead	0	8	3155	24	0	748	0	0	Default				0	0	
OTP__OVWR954_DATA_0	OVWR954_DATA					chiplead	0	8	3156	0	0	749	0	0	Default				0	0	
OTP__OVWR955_ADD_LSB_0	OVWR955_ADD_LSB					chiplead	0	8	3157	8	0	749	0	0	Default				0	0	
OTP__OVWR955_ADD_MSB_0	OVWR955_ADD_MSB					chiplead	0	8	3158	16	0	749	0	0	Default				0	0	
OTP__OVWR955_DATA_0	OVWR955_DATA					chiplead	0	8	3159	24	0	749	0	0	Default				0	0	
OTP__OVWR956_ADD_LSB_0	OVWR956_ADD_LSB					chiplead	0	8	3160	0	0	750	0	0	Default				0	0	
OTP__OVWR956_ADD_MSB_0	OVWR956_ADD_MSB					chiplead	0	8	3161	8	0	750	0	0	Default				0	0	
OTP__OVWR956_DATA_0	OVWR956_DATA					chiplead	0	8	3162	16	0	750	0	0	Default				0	0	
OTP__OVWR957_ADD_LSB_0	OVWR957_ADD_LSB					chiplead	0	8	3163	24	0	750	0	0	Default				0	0	
OTP__OVWR957_ADD_MSB_0	OVWR957_ADD_MSB					chiplead	0	8	3164	0	0	751	0	0	Default				0	0	
OTP__OVWR957_DATA_0	OVWR957_DATA					chiplead	0	8	3165	8	0	751	0	0	Default				0	0	
OTP__OVWR958_ADD_LSB_0	OVWR958_ADD_LSB					chiplead	0	8	3166	16	0	751	0	0	Default				0	0	
OTP__OVWR958_ADD_MSB_0	OVWR958_ADD_MSB					chiplead	0	8	3167	24	0	751	0	0	Default				0	0	
OTP__OVWR958_DATA_0	OVWR958_DATA					chiplead	0	8	3168	0	0	752	0	0	Default				0	0	
OTP__OVWR959_ADD_LSB_0	OVWR959_ADD_LSB					chiplead	0	8	3169	8	0	752	0	0	Default				0	0	
OTP__OVWR959_ADD_MSB_0	OVWR959_ADD_MSB					chiplead	0	8	3170	16	0	752	0	0	Default				0	0	
OTP__OVWR959_DATA_0	OVWR959_DATA					chiplead	0	8	3171	24	0	752	0	0	Default				0	0	
OTP__OVWR960_ADD_LSB_0	OVWR960_ADD_LSB					chiplead	0	8	3172	0	0	753	0	0	Default				0	0	
OTP__OVWR960_ADD_MSB_0	OVWR960_ADD_MSB					chiplead	0	8	3173	8	0	753	0	0	Default				0	0	
OTP__OVWR960_DATA_0	OVWR960_DATA					chiplead	0	8	3174	16	0	753	0	0	Default				0	0	
OTP__OVWR961_ADD_LSB_0	OVWR961_ADD_LSB					chiplead	0	8	3175	24	0	753	0	0	Default				0	0	
OTP__OVWR961_ADD_MSB_0	OVWR961_ADD_MSB					chiplead	0	8	3176	0	0	754	0	0	Default				0	0	
OTP__OVWR961_DATA_0	OVWR961_DATA					chiplead	0	8	3177	8	0	754	0	0	Default				0	0	
OTP__OVWR962_ADD_LSB_0	OVWR962_ADD_LSB					chiplead	0	8	3178	16	0	754	0	0	Default				0	0	
OTP__OVWR962_ADD_MSB_0	OVWR962_ADD_MSB					chiplead	0	8	3179	24	0	754	0	0	Default				0	0	
OTP__OVWR962_DATA_0	OVWR962_DATA					chiplead	0	8	3180	0	0	755	0	0	Default				0	0	
OTP__OVWR963_ADD_LSB_0	OVWR963_ADD_LSB					chiplead	0	8	3181	8	0	755	0	0	Default				0	0	
OTP__OVWR963_ADD_MSB_0	OVWR963_ADD_MSB					chiplead	0	8	3182	16	0	755	0	0	Default				0	0	
OTP__OVWR963_DATA_0	OVWR963_DATA					chiplead	0	8	3183	24	0	755	0	0	Default				0	0	
OTP__OVWR964_ADD_LSB_0	OVWR964_ADD_LSB					chiplead	0	8	3184	0	0	756	0	0	Default				0	0	
OTP__OVWR964_ADD_MSB_0	OVWR964_ADD_MSB					chiplead	0	8	3185	8	0	756	0	0	Default				0	0	
OTP__OVWR964_DATA_0	OVWR964_DATA					chiplead	0	8	3186	16	0	756	0	0	Default				0	0	
OTP__OVWR965_ADD_LSB_0	OVWR965_ADD_LSB					chiplead	0	8	3187	24	0	756	0	0	Default				0	0	
OTP__OVWR965_ADD_MSB_0	OVWR965_ADD_MSB					chiplead	0	8	3188	0	0	757	0	0	Default				0	0	
OTP__OVWR965_DATA_0	OVWR965_DATA					chiplead	0	8	3189	8	0	757	0	0	Default				0	0	
OTP__OVWR966_ADD_LSB_0	OVWR966_ADD_LSB					chiplead	0	8	3190	16	0	757	0	0	Default				0	0	
OTP__OVWR966_ADD_MSB_0	OVWR966_ADD_MSB					chiplead	0	8	3191	24	0	757	0	0	Default				0	0	
OTP__OVWR966_DATA_0	OVWR966_DATA					chiplead	0	8	3192	0	0	758	0	0	Default				0	0	
OTP__OVWR967_ADD_LSB_0	OVWR967_ADD_LSB					chiplead	0	8	3193	8	0	758	0	0	Default				0	0	
OTP__OVWR967_ADD_MSB_0	OVWR967_ADD_MSB					chiplead	0	8	3194	16	0	758	0	0	Default				0	0	
OTP__OVWR967_DATA_0	OVWR967_DATA					chiplead	0	8	3195	24	0	758	0	0	Default				0	0	
OTP__OVWR968_ADD_LSB_0	OVWR968_ADD_LSB					chiplead	0	8	3196	0	0	759	0	0	Default				0	0	
OTP__OVWR968_ADD_MSB_0	OVWR968_ADD_MSB					chiplead	0	8	3197	8	0	759	0	0	Default				0	0	
OTP__OVWR968_DATA_0	OVWR968_DATA					chiplead	0	8	3198	16	0	759	0	0	Default				0	0	
OTP__OVWR969_ADD_LSB_0	OVWR969_ADD_LSB					chiplead	0	8	3199	24	0	759	0	0	Default				0	0	
OTP__OVWR969_ADD_MSB_0	OVWR969_ADD_MSB					chiplead	0	8	3200	0	0	760	0	0	Default				0	0	
OTP__OVWR969_DATA_0	OVWR969_DATA					chiplead	0	8	3201	8	0	760	0	0	Default				0	0	
OTP__OVWR970_ADD_LSB_0	OVWR970_ADD_LSB					chiplead	0	8	3202	16	0	760	0	0	Default				0	0	
OTP__OVWR970_ADD_MSB_0	OVWR970_ADD_MSB					chiplead	0	8	3203	24	0	760	0	0	Default				0	0	
OTP__OVWR970_DATA_0	OVWR970_DATA					chiplead	0	8	3204	0	0	761	0	0	Default				0	0	
OTP__OVWR971_ADD_LSB_0	OVWR971_ADD_LSB					chiplead	0	8	3205	8	0	761	0	0	Default				0	0	
OTP__OVWR971_ADD_MSB_0	OVWR971_ADD_MSB					chiplead	0	8	3206	16	0	761	0	0	Default				0	0	
OTP__OVWR971_DATA_0	OVWR971_DATA					chiplead	0	8	3207	24	0	761	0	0	Default				0	0	
OTP__OVWR972_ADD_LSB_0	OVWR972_ADD_LSB					chiplead	0	8	3208	0	0	762	0	0	Default				0	0	
OTP__OVWR972_ADD_MSB_0	OVWR972_ADD_MSB					chiplead	0	8	3209	8	0	762	0	0	Default				0	0	
OTP__OVWR972_DATA_0	OVWR972_DATA					chiplead	0	8	3210	16	0	762	0	0	Default				0	0	
OTP__OVWR973_ADD_LSB_0	OVWR973_ADD_LSB					chiplead	0	8	3211	24	0	762	0	0	Default				0	0	
OTP__OVWR973_ADD_MSB_0	OVWR973_ADD_MSB					chiplead	0	8	3212	0	0	763	0	0	Default				0	0	
OTP__OVWR973_DATA_0	OVWR973_DATA					chiplead	0	8	3213	8	0	763	0	0	Default				0	0	
OTP__OVWR974_ADD_LSB_0	OVWR974_ADD_LSB					chiplead	0	8	3214	16	0	763	0	0	Default				0	0	
OTP__OVWR974_ADD_MSB_0	OVWR974_ADD_MSB					chiplead	0	8	3215	24	0	763	0	0	Default				0	0	
OTP__OVWR974_DATA_0	OVWR974_DATA					chiplead	0	8	3216	0	0	764	0	0	Default				0	0	
OTP__OVWR975_ADD_LSB_0	OVWR975_ADD_LSB					chiplead	0	8	3217	8	0	764	0	0	Default				0	0	
OTP__OVWR975_ADD_MSB_0	OVWR975_ADD_MSB					chiplead	0	8	3218	16	0	764	0	0	Default				0	0	
OTP__OVWR975_DATA_0	OVWR975_DATA					chiplead	0	8	3219	24	0	764	0	0	Default				0	0	
OTP__OVWR976_ADD_LSB_0	OVWR976_ADD_LSB					chiplead	0	8	3220	0	0	765	0	0	Default				0	0	
OTP__OVWR976_ADD_MSB_0	OVWR976_ADD_MSB					chiplead	0	8	3221	8	0	765	0	0	Default				0	0	
OTP__OVWR976_DATA_0	OVWR976_DATA					chiplead	0	8	3222	16	0	765	0	0	Default				0	0	
OTP__OVWR977_ADD_LSB_0	OVWR977_ADD_LSB					chiplead	0	8	3223	24	0	765	0	0	Default				0	0	
OTP__OVWR977_ADD_MSB_0	OVWR977_ADD_MSB					chiplead	0	8	3224	0	0	766	0	0	Default				0	0	
OTP__OVWR977_DATA_0	OVWR977_DATA					chiplead	0	8	3225	8	0	766	0	0	Default				0	0	
OTP__OVWR978_ADD_LSB_0	OVWR978_ADD_LSB					chiplead	0	8	3226	16	0	766	0	0	Default				0	0	
OTP__OVWR978_ADD_MSB_0	OVWR978_ADD_MSB					chiplead	0	8	3227	24	0	766	0	0	Default				0	0	
OTP__OVWR978_DATA_0	OVWR978_DATA					chiplead	0	8	3228	0	0	767	0	0	Default				0	0	
OTP__OVWR979_ADD_LSB_0	OVWR979_ADD_LSB					chiplead	0	8	3229	8	0	767	0	0	Default				0	0	
OTP__OVWR979_ADD_MSB_0	OVWR979_ADD_MSB					chiplead	0	8	3230	16	0	767	0	0	Default				0	0	
OTP__OVWR979_DATA_0	OVWR979_DATA					chiplead	0	8	3231	24	0	767	0	0	Default				0	0	
OTP__OVWR980_ADD_LSB_0	OVWR980_ADD_LSB					chiplead	0	8	3232	0	0	768	0	0	Default				0	0	
OTP__OVWR980_ADD_MSB_0	OVWR980_ADD_MSB					chiplead	0	8	3233	8	0	768	0	0	Default				0	0	
OTP__OVWR980_DATA_0	OVWR980_DATA					chiplead	0	8	3234	16	0	768	0	0	Default				0	0	
OTP__OVWR981_ADD_LSB_0	OVWR981_ADD_LSB					chiplead	0	8	3235	24	0	768	0	0	Default				0	0	
OTP__OVWR981_ADD_MSB_0	OVWR981_ADD_MSB					chiplead	0	8	3236	0	0	769	0	0	Default				0	0	
OTP__OVWR981_DATA_0	OVWR981_DATA					chiplead	0	8	3237	8	0	769	0	0	Default				0	0	
OTP__OVWR982_ADD_LSB_0	OVWR982_ADD_LSB					chiplead	0	8	3238	16	0	769	0	0	Default				0	0	
OTP__OVWR982_ADD_MSB_0	OVWR982_ADD_MSB					chiplead	0	8	3239	24	0	769	0	0	Default				0	0	
OTP__OVWR982_DATA_0	OVWR982_DATA					chiplead	0	8	3240	0	0	770	0	0	Default				0	0	
OTP__OVWR983_ADD_LSB_0	OVWR983_ADD_LSB					chiplead	0	8	3241	8	0	770	0	0	Default				0	0	
OTP__OVWR983_ADD_MSB_0	OVWR983_ADD_MSB					chiplead	0	8	3242	16	0	770	0	0	Default				0	0	
OTP__OVWR983_DATA_0	OVWR983_DATA					chiplead	0	8	3243	24	0	770	0	0	Default				0	0	
OTP__OVWR984_ADD_LSB_0	OVWR984_ADD_LSB					chiplead	0	8	3244	0	0	771	0	0	Default				0	0	
OTP__OVWR984_ADD_MSB_0	OVWR984_ADD_MSB					chiplead	0	8	3245	8	0	771	0	0	Default				0	0	
OTP__OVWR984_DATA_0	OVWR984_DATA					chiplead	0	8	3246	16	0	771	0	0	Default				0	0	
OTP__OVWR985_ADD_LSB_0	OVWR985_ADD_LSB					chiplead	0	8	3247	24	0	771	0	0	Default				0	0	
OTP__OVWR985_ADD_MSB_0	OVWR985_ADD_MSB					chiplead	0	8	3248	0	0	772	0	0	Default				0	0	
OTP__OVWR985_DATA_0	OVWR985_DATA					chiplead	0	8	3249	8	0	772	0	0	Default				0	0	
OTP__OVWR986_ADD_LSB_0	OVWR986_ADD_LSB					chiplead	0	8	3250	16	0	772	0	0	Default				0	0	
OTP__OVWR986_ADD_MSB_0	OVWR986_ADD_MSB					chiplead	0	8	3251	24	0	772	0	0	Default				0	0	
OTP__OVWR986_DATA_0	OVWR986_DATA					chiplead	0	8	3252	0	0	773	0	0	Default				0	0	
OTP__OVWR987_ADD_LSB_0	OVWR987_ADD_LSB					chiplead	0	8	3253	8	0	773	0	0	Default				0	0	
OTP__OVWR987_ADD_MSB_0	OVWR987_ADD_MSB					chiplead	0	8	3254	16	0	773	0	0	Default				0	0	
OTP__OVWR987_DATA_0	OVWR987_DATA					chiplead	0	8	3255	24	0	773	0	0	Default				0	0	
OTP__OVWR988_ADD_LSB_0	OVWR988_ADD_LSB					chiplead	0	8	3256	0	0	774	0	0	Default				0	0	
OTP__OVWR988_ADD_MSB_0	OVWR988_ADD_MSB					chiplead	0	8	3257	8	0	774	0	0	Default				0	0	
OTP__OVWR988_DATA_0	OVWR988_DATA					chiplead	0	8	3258	16	0	774	0	0	Default				0	0	
OTP__OVWR989_ADD_LSB_0	OVWR989_ADD_LSB					chiplead	0	8	3259	24	0	774	0	0	Default				0	0	
OTP__OVWR989_ADD_MSB_0	OVWR989_ADD_MSB					chiplead	0	8	3260	0	0	775	0	0	Default				0	0	
OTP__OVWR989_DATA_0	OVWR989_DATA					chiplead	0	8	3261	8	0	775	0	0	Default				0	0	
OTP__OVWR990_ADD_LSB_0	OVWR990_ADD_LSB					chiplead	0	8	3262	16	0	775	0	0	Default				0	0	
OTP__OVWR990_ADD_MSB_0	OVWR990_ADD_MSB					chiplead	0	8	3263	24	0	775	0	0	Default				0	0	
OTP__OVWR990_DATA_0	OVWR990_DATA					chiplead	0	8	3264	0	0	776	0	0	Default				0	0	
OTP__OVWR991_ADD_LSB_0	OVWR991_ADD_LSB					chiplead	0	8	3265	8	0	776	0	0	Default				0	0	
OTP__OVWR991_ADD_MSB_0	OVWR991_ADD_MSB					chiplead	0	8	3266	16	0	776	0	0	Default				0	0	
OTP__OVWR991_DATA_0	OVWR991_DATA					chiplead	0	8	3267	24	0	776	0	0	Default				0	0	
OTP__OVWR992_ADD_LSB_0	OVWR992_ADD_LSB					chiplead	0	8	3268	0	0	777	0	0	Default				0	0	
OTP__OVWR992_ADD_MSB_0	OVWR992_ADD_MSB					chiplead	0	8	3269	8	0	777	0	0	Default				0	0	
OTP__OVWR992_DATA_0	OVWR992_DATA					chiplead	0	8	3270	16	0	777	0	0	Default				0	0	
OTP__OVWR993_ADD_LSB_0	OVWR993_ADD_LSB					chiplead	0	8	3271	24	0	777	0	0	Default				0	0	
OTP__OVWR993_ADD_MSB_0	OVWR993_ADD_MSB					chiplead	0	8	3272	0	0	778	0	0	Default				0	0	
OTP__OVWR993_DATA_0	OVWR993_DATA					chiplead	0	8	3273	8	0	778	0	0	Default				0	0	
OTP__OVWR994_ADD_LSB_0	OVWR994_ADD_LSB					chiplead	0	8	3274	16	0	778	0	0	Default				0	0	
OTP__OVWR994_ADD_MSB_0	OVWR994_ADD_MSB					chiplead	0	8	3275	24	0	778	0	0	Default				0	0	
OTP__OVWR994_DATA_0	OVWR994_DATA					chiplead	0	8	3276	0	0	779	0	0	Default				0	0	
OTP__OVWR995_ADD_LSB_0	OVWR995_ADD_LSB					chiplead	0	8	3277	8	0	779	0	0	Default				0	0	
OTP__OVWR995_ADD_MSB_0	OVWR995_ADD_MSB					chiplead	0	8	3278	16	0	779	0	0	Default				0	0	
OTP__OVWR995_DATA_0	OVWR995_DATA					chiplead	0	8	3279	24	0	779	0	0	Default				0	0	
