No,Site,Bump Number,Bump Name,Bump X(mil),Bump Y(mil),Ball ,Ball name,channel,Assignment,POGO,PS,type,Update Notes
1028,1,,K1058,,,,,UDB095,24.util95,24.T307,,Utility,
1029,1,,K1029,,,,,UDB115,24.util115,24.P302,,Utility,
1030,1,,K1030,,,,,UDB104,24.util104,24.T304,,Utility,
1031,1,,K1031,,,,,UDB006,24.util6,24.N202,,Utility,
1032,1,,K1032,,,,,UDB011,24.util11,24.K202,,Utility,
1033,1,,K1033,,,,,UDB034,24.util34,24.H207,,Utility,
1034,1,,K1034,,,,,UDB053,24.util53,24.H209,,Utility,
1035,1,,K1035,,,,,UDB015,24.util15,24.J202,,Utility,
1036,1,,K1036,,,,,UDB004,24.util4,24.M202,,Utility,
1037,1,,K1037,,,,,UDB003,24.util3,24.P202,,Utility,
1038,1,,K1038,,,,,UDB059,24.util59,24.M211,,Utility,
1039,1,,K1040,,,,,UDB124,24.util124,24.H302,,Utility,
1040,1,,K1042,,,,,UDB113,24.util113,24.T302,,Utility,
1041,1,,K1044,,,,,UDB106,24.util106,24.G304,,Utility,
1042,1,,K1045,,,,,UDB114,24.util114,2.40E+303,,Utility,
1043,1,,K1015,,,,,UDB122,24.util122,24.K302,,Utility,
1044,1,,K1016,,,,,UDB126,24.util126,24.J302,,Utility,
1045,1,,K1017,,,,,UDB090,24.util90,24.M307,,Utility,
1046,1,,K1018,,,,,UDB107,24.util107,24.W307,,Utility,
1047,1,,K1019,,,,,UDB123,24.util123,24.W304,,Utility,
1048,1,,K1020,,,,,UDB121,24.util121,24.S302,,Utility,
1049,1,,K1021,,,,,UDB045,24.util45,24.N207,,Utility,
1050,1,,K1022,,,,,UDB043,24.util43,24.M207,,Utility,
1051,1,,K1023,,,,,UDB019,24.util19,24.P204,,Utility,
1052,1,,K1024,,,,,UDB020,24.util20,24.N204,,Utility,
1053,1,,K1025,,,,,UDB041,24.util41,24.M209,,Utility,
1054,1,,K1026,,,,,UDB120,24.util120,24.R302,,Utility,
1055,1,,K1027,,,,,UDB111,24.util111,24.W309,,Utility,
1056,1,,K1028,,,,,UDB058,24.util58,24.F211,,Utility,
1057,1,,K1014,,,,,UDB116,24.util116,24.M302,,Utility,
1058,1,,K1010,,,,,UDB048,24.util48,24.H211,,Utility,
1059,1,,K1011,,,,,UDB050,24.util50,24.J211,,Utility,
1060,1,,K1012,,,,,UDB057,24.util57,24.K211,,Utility,
1061,1,,K1013,,,,,UDB118,24.util118,24.N302,,Utility,
1062,1,,K1006,,,,,UDB117,24.util117,24.F302,,Utility,
1063,1,,K1007,,,,,UDB033,24.util33,24.P209,,Utility,
1064,1,,K1008,,,,,UDB037,24.util37,24.J207,,Utility,
1065,1,,K1009,,,,,UDB060,24.util60,24.G211,,Utility,
1066,1,,K1004,,,,,UDB040,24.util40,24.R209,,Utility,
1067,1,,K1005,,,,,UDB112,24.util112,24.R304,,Utility,
1068,1,,K1003,,,,,UDB052,24.util52,24.N209,,Utility,
1069,1,,K1002,,,,,UDB119,24.util119,24.G302,,Utility,
1070,1,,K1001,,,,,UDB087,24.util87,24.K307,,Utility,
1071,1,,K1062,,,,,UDB022,24.util22,24.T202,,Utility,
1072,1,,K1063,,,,,UDB022,24.util22,24.T202,,Utility,
1073,1,,K1064,,,,,UDB030,24.util30,24.S204,,Utility,
1074,1,,K1066,,,,,UDB024,24.util24,24.W207,,Utility,
1075,1,,K1068,,,,,UDB044,24.util44,24.T207,,Utility,
1076,1,,K1069,,,,,UDB044,24.util44,24.T207,,Utility,
1077,1,,K1067,,,,,UDB024,24.util24,24.W207,,Utility,
1078,1,,K1065,,,,,UDB030,24.util30,24.S204,,Utility,
1079,1,,K1071,,,,,UDB047,24.util47,24.R207,,Utility,
1080,1,,K1070,,,,,UDB047,24.util47,24.R207,,Utility,
1081,1,,K6301,,,,,UDB012,24.util12,24.W202,,Utility,
1082,1,,K6309,,,,,UDB001,24.util1,24.M204,,Utility,
1083,1,,K6308,,,,,UDB001,24.util1,24.M204,,Utility,
1084,1,,K6307,,,,,UDB018,24.util18,24.K204,,Utility,
1085,1,,K6306,,,,,UDB018,24.util18,24.K204,,Utility,
1086,1,,K6305,,,,,UDB016,24.util16,24.K207,,Utility,
1087,1,,K6304,,,,,UDB016,24.util16,24.K207,,Utility,
1088,1,,K6303,,,,,UDB000,24.util0,24.J204,,Utility,
1089,1,,K6302,,,,,UDB000,24.util0,24.J204,,Utility,
