
								CP1	CP1	CP1	QA_C	QA_C	QA_S	QA_S	CHAR_N25C	CHAR_N25C	CHAR_0C	CHAR_0C	CHAR_25C	CHAR_25C	CHAR_85C	CHAR_85C	CHAR_125C	CHAR_125C	FT1	FT1	TBD2	TBD2	
	Run	Flow_BUCKSW_TRIM	BuckSW_ILimit_Trim_Gentool	BuckSWI6_ILimit_X_X_X_X_TrimTarget_T_VDD3.80V_MeasI_X_X_X_X		10053		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_TRIM	BuckSW_ILimit_Trim_Gentool	BuckSWI6_ILimit_X_X_X_X_PreTrimCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI6_ILimit_X_X_X_X_PreTrimCode_C_VDD3.80V_MeasI_X_X_SWITCH.06.C0002_X	10054			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_TRIM	BuckSW_ILimit_Trim_Gentool	BuckSWI6_ILimit_X_X_X_X_PreTrim_T_VDD3.80V_MeasI_X_X_X_X		10055		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_TRIM	BuckSW_ILimit_Trim_Gentool	BuckSWI6_ILimit_X_X_X_X_FirstTrimCode_X_VDD3.80V_MeasI_X_X_X_X		10056			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_TRIM	BuckSW_ILimit_Trim_Gentool	BuckSWI6_ILimit_X_X_X_X_FirstTrim_X_VDD3.80V_MeasI_X_X_X_X		10057		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_TRIM	BuckSW_ILimit_Trim_Gentool	BuckSWI6_ILimit_X_X_X_X_FinalTrimCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI6_ILimit_X_X_X_X_FinalTrimCode_C_VDD3.80V_MeasI_X_X_SWITCH.06.C0003_X	10058			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_TRIM	BuckSW_ILimit_Trim_Gentool	BuckSWI6_ILimit_X_X_X_X_FinalTrim_T_VDD3.80V_MeasI_X_X_X_X	BuckSWI6_ILimit_X_X_X_X_FinalTrim_T_VDD3.80V_MeasI_X_X_SWITCH.06.T0002_X	10059		A	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI0_ILimit_X_X_X_X_PostBurnTarget_T_VDD3.80V_MeasI_X_X_X_X		10060		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI0_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI0_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_SWITCH.00.C0001_X	10061			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI0_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_X_X	BuckSWI0_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_SWITCH.00.T0001_X	10062		A	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI1_ILimit_X_X_X_X_PostBurnTarget_T_VDD3.80V_MeasI_X_X_X_X		10063		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI1_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI1_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_SWITCH.01.C0001_X	10064			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI1_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_X_X	BuckSWI1_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_SWITCH.01.T0001_X	10065		A	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI2_ILimit_X_X_X_X_PostBurnTarget_T_VDD3.80V_MeasI_X_X_X_X		10066		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI2_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI2_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_SWITCH.02.C0001_X	10067			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI2_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_X_X	BuckSWI2_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_SWITCH.02.T0001_X	10068		A	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI3_ILimit_X_X_X_X_PostBurnTarget_T_VDD3.80V_MeasI_X_X_X_X		10069		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI3_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI3_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_SWITCH.03.C0001_X	10070			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI3_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_X_X	BuckSWI3_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_SWITCH.03.T0001_X	10071		A	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI4_ILimit_X_X_X_X_PostBurnTarget_T_VDD3.80V_MeasI_X_X_X_X		10072		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI4_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI4_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_SWITCH.04.C0001_X	10073			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI4_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_X_X	BuckSWI4_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_SWITCH.04.T0001_X	10074		A	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI5_ILimit_X_X_X_X_PostBurnTarget_T_VDD3.80V_MeasI_X_X_X_X		10075		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI5_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI5_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_SWITCH.05.C0001_X	10076			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI5_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_X_X	BuckSWI5_ILimit_X_X_X_X_PostBurn_T_VDD3.80V_MeasI_X_X_SWITCH.05.T0001_X	10077		A	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	-0.323	-0.213	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI6_ILimit_X_X_X_X_PostBurnTarget_T_VDD3.80V_MeasI_X_X_X_X		10078		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCKSW_PostBurn	BuckSW_ILimit_PostBurn_Gentool	BuckSWI6_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_X_X	BuckSWI6_ILimit_X_X_X_X_PostBurnCode_C_VDD3.80V_MeasI_X_X_SWITCH.06.C0001_X	10079			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
