
								CP1	CP1	CP1	QA_C	QA_C	QA_S	QA_S	CHAR_N25C	CHAR_N25C	CHAR_0C	CHAR_0C	CHAR_25C	CHAR_25C	CHAR_85C	CHAR_85C	CHAR_125C	CHAR_125C	FT1	FT1	TBD2	TBD2	
		flowtable	instance	testname	PETname	testnumber	scale	units	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	comment	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVDD2I_PAR_PostBurn_GenTool	Buck2_REF_V2IVDD2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck2_REF_V2IVDD2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.02.T0025_X	95888		Ohm	975000	1025000	945747.1	1038310.3	958326.2	1050873.8	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVDD2I_PAR_PostBurn_GenTool	Buck10_REF_V2IVDD2I_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95889		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVDD2I_PAR_PostBurn_GenTool	Buck10_REF_V2IVDD2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck10_REF_V2IVDD2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.10.C0025_X	95890			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVDD2I_PAR_PostBurn_GenTool	Buck10_REF_V2IVDD2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck10_REF_V2IVDD2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.10.T0021_X	95891		Ohm	975000	1025000	943791.8	1036653.8	954807.4	1048792.6	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVDD2I_PAR_PostBurn_GenTool	Buck11_REF_V2IVDD2I_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95892		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVDD2I_PAR_PostBurn_GenTool	Buck11_REF_V2IVDD2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck11_REF_V2IVDD2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.11.C0025_X	95893			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVDD2I_PAR_PostBurn_GenTool	Buck11_REF_V2IVDD2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck11_REF_V2IVDD2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.11.T0021_X	95894		Ohm	975000	1025000	944486.7	1038115.5	955985	1045415	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck0_REF_V2IVOUT2I_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95895		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck0_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck0_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.00.C0052_X	95896			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck0_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck0_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.00.T0043_X	95897		Ohm	975000	1025000	943286.4	1036796.4	957690.8	1040792	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck1_REF_V2IVOUT2I_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95898		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck1_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck1_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.01.C0029_X	95899			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck1_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck1_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.01.T0025_X	95900		Ohm	975000	1025000	946739.4	1034166.6	954162.6	1048037.4	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck2_REF_V2IVOUT2I_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95901		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck2_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck2_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.02.C0032_X	95902			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck2_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck2_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.02.T0026_X	95903		Ohm	975000	1025000	943761.8	1037090.6	956326	1044874	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck10_REF_V2IVOUT2I_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95904		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck10_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck10_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.10.C0026_X	95905			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck10_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck10_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.10.T0022_X	95906		Ohm	975000	1025000	949252.2	1030213.8	951048.1	1042238.5	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck11_REF_V2IVOUT2I_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95907		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck11_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck11_REF_V2IVOUT2I_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.11.C0026_X	95908			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_V2IVOUT2I_PAR_PostBurn_GenTool	Buck11_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck11_REF_V2IVOUT2I_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.11.T0022_X	95909		Ohm	975000	1025000	947199.2	1031777.6	957662.7	1039562.7	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	975000	1025000	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp1	Buck0_REF_I2VR_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95910		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp1	Buck0_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck0_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.00.C0053_X	95911			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp1	Buck0_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck0_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.00.T0044_X	95912		Ohm	3375	3625	3296.2842	3660.7158	3293.1038	3679.8962	3375	3625	3375	3625	3375	3625	3375	3625	3375	3625	3375	3625	3375	3625	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp1	Buck2_REF_I2VR_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95913		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp1	Buck2_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck2_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.02.C0033_X	95914			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp1	Buck2_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck2_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.02.T0027_X	95915		Ohm	4875	5125	4761.0464	5193.9536	4804.6604	5211.5396	4875	5125	4875	5125	4875	5125	4875	5125	4875	5125	4875	5125	4875	5125	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp1	Buck0_REF_I2VUPDNOS_X_X_X_PostBurnTarget_T_VDD3.80V_MeasV_X_X_X_X		95916		V	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp1	Buck0_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_X_X	Buck0_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_BUCK.00.C0054_X	95917			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp1	Buck0_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_X_X	Buck0_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_BUCK.00.T0045_X	95918		V	0.095	0.105	0.0905321	0.1093829	0.0908089	0.1084081	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp1	Buck2_REF_I2VUPDNOS_X_X_X_PostBurnTarget_T_VDD3.80V_MeasV_X_X_X_X		95919		V	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp1	Buck2_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_X_X	Buck2_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_BUCK.02.C0034_X	95920			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp1	Buck2_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_X_X	Buck2_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_BUCK.02.T0028_X	95921		V	0.095	0.105	0.0906415	0.1084651	0.0903595	0.1080307	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp2	Buck10_REF_I2VR_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95922		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp2	Buck10_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck10_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.10.C0027_X	95923			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp2	Buck10_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck10_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.10.T0023_X	95924		Ohm	10250	10750	10008.4976	10851.5024	9966.311	10941.089	10250	10750	10250	10750	10250	10750	10250	10750	10250	10750	10250	10750	10250	10750	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp2	Buck11_REF_I2VR_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95925		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp2	Buck11_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck11_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.11.C0027_X	95926			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp2	Buck11_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck11_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.11.T0023_X	95927		Ohm	10250	10750	9989.7496	10861.6504	9972.6526	10994.5474	10250	10750	10250	10750	10250	10750	10250	10750	10250	10750	10250	10750	10250	10750	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp2	Buck10_REF_I2VUPDNOS_X_X_X_PostBurnTarget_T_VDD3.80V_MeasV_X_X_X_X		95928		V	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp2	Buck10_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_X_X	Buck10_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_BUCK.10.C0028_X	95929			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp2	Buck10_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_X_X	Buck10_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_BUCK.10.T0024_X	95930		V	0.095	0.105	0.0914841	0.1067949	0.0918638	0.1064054	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp2	Buck11_REF_I2VUPDNOS_X_X_X_PostBurnTarget_T_VDD3.80V_MeasV_X_X_X_X		95931		V	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp2	Buck11_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_X_X	Buck11_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_BUCK.11.C0028_X	95932			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp2	Buck11_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_X_X	Buck11_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_BUCK.11.T0024_X	95933		V	0.095	0.105	0.0910373	0.1071305	0.0909857	0.1067573	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp3	Buck1_REF_I2VR_X_X_X_PostBurnTarget_T_VDD3.80V_MeasR_X_X_X_X		95934		Ohm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp3	Buck1_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_X_X	Buck1_REF_I2VR_X_X_X_PostBurnCode_C_VDD3.80V_MeasR_X_X_BUCK.01.C0030_X	95935			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VR_PAR_PostBurn_GenTool_Grp3	Buck1_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_X_X	Buck1_REF_I2VR_X_X_X_PostBurn_T_VDD3.80V_MeasR_X_X_BUCK.01.T0026_X	95936		Ohm	4875	5125	4768.3034	5174.0966	4806.4782	5202.7218	4875	5125	4875	5125	4875	5125	4875	5125	4875	5125	4875	5125	4875	5125	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp3	Buck1_REF_I2VUPDNOS_X_X_X_PostBurnTarget_T_VDD3.80V_MeasV_X_X_X_X		95937		V	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp3	Buck1_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_X_X	Buck1_REF_I2VUPDNOS_X_X_X_PostBurnCode_C_VDD3.80V_MeasV_X_X_BUCK.01.C0031_X	95938			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_I2VUPDNOS_PAR_PostBurn_GenTool_Grp3	Buck1_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_X_X	Buck1_REF_I2VUPDNOS_X_X_X_PostBurn_T_VDD3.80V_MeasV_X_X_BUCK.01.T0027_X	95939		V	0.095	0.105	0.0912183	0.1083351	0.0901035	0.1083219	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	0.095	0.105	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_UP0_PAR_PostBurn_GenTool	Buck0_REF_UP0_ATB12.915uA_X_X_PostBurnTarget_T_VDD3.80V_ToggleDTB_X_X_X_X		95940		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_UP0_PAR_PostBurn_GenTool	Buck0_REF_UP0_ATB12.915uA_X_X_PostBurnCode_C_VDD3.80V_ToggleDTB_X_X_X_X	Buck0_REF_UP0_ATB12.915uA_X_X_PostBurnCode_C_VDD3.80V_ToggleDTB_X_X_BUCK.00.C0055_X	95941			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_UP0_PAR_PostBurn_GenTool	Buck2_REF_UP0_ATB12.925uA_X_X_PostBurnTarget_T_VDD3.80V_ToggleDTB_X_X_X_X		95942		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_UP0_PAR_PostBurn_GenTool	Buck2_REF_UP0_ATB12.925uA_X_X_PostBurnCode_C_VDD3.80V_ToggleDTB_X_X_X_X	Buck2_REF_UP0_ATB12.925uA_X_X_PostBurnCode_C_VDD3.80V_ToggleDTB_X_X_BUCK.02.C0035_X	95943			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_UP0_PAR_PostBurn_GenTool	Buck10_REF_UP0_ATB7.942uA_X_X_PostBurnTarget_T_VDD3.80V_ToggleDTB_X_X_X_X		95944		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_UP0_PAR_PostBurn_GenTool	Buck10_REF_UP0_ATB7.942uA_X_X_PostBurnCode_C_VDD3.80V_ToggleDTB_X_X_X_X	Buck10_REF_UP0_ATB7.942uA_X_X_PostBurnCode_C_VDD3.80V_ToggleDTB_X_X_BUCK.10.C0029_X	95945			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_UP0_PAR_PostBurn_GenTool	Buck11_REF_UP0_ATB7.942uA_X_X_PostBurnTarget_T_VDD3.80V_ToggleDTB_X_X_X_X		95946		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_VREF_PostBurn	MultiPhase_REF_UP0_PAR_PostBurn_GenTool	Buck11_REF_UP0_ATB7.942uA_X_X_PostBurnCode_C_VDD3.80V_ToggleDTB_X_X_X_X	Buck11_REF_UP0_ATB7.942uA_X_X_PostBurnCode_C_VDD3.80V_ToggleDTB_X_X_BUCK.11.C0029_X	95947			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
