
								CP1	CP1	CP1	QA_C	QA_C	QA_S	QA_S	CHAR_N25C	CHAR_N25C	CHAR_0C	CHAR_0C	CHAR_25C	CHAR_25C	CHAR_85C	CHAR_85C	CHAR_125C	CHAR_125C	FT1	FT1	TBD2	TBD2	
		flowtable	instance	testname	PETname	testnumber	scale	units	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	lolim	hilim	comment	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSA_PAR_PostBurn_GenTool	Buck11_LP_LS_CSA_X_X_PostBurnTarget_T_VDD2.50V_MeasG_X_X_X_X		4141209			N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSA_PAR_PostBurn_GenTool	Buck11_LP_LS_CSA_X_X_PostBurnCode_C_VDD2.50V_MeasG_X_X_X_X		4141210			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSA_PAR_PostBurn_GenTool	Buck11_LP_LS_CSA_X_X_PostBurn_T_VDD2.50V_MeasG_X_X_X_X		4141211			24320	26880	24320	26880	24320	26880	24320	26880	24320	26880	24320	26880	24320	26880	24320	26880	24320	26880	24320	26880	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck0_LP_LS_CSAOS_X_X_PostBurnTarget_T_VDD2.50V_MeasI_X_X_X_X		4141400		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck0_LP_LS_CSAOS_X_X_PostBurnCode_C_VDD2.50V_MeasI_X_X_X_X		4141401			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck0_LP_LS_CSAOS_X_X_PostBurn_T_VDD2.50V_MeasI_X_X_X_X		4141402		A	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck2_LP_LS_CSAOS_X_X_PostBurnTarget_T_VDD2.50V_MeasI_X_X_X_X		4141403		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck2_LP_LS_CSAOS_X_X_PostBurnCode_C_VDD2.50V_MeasI_X_X_X_X		4141404			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck2_LP_LS_CSAOS_X_X_PostBurn_T_VDD2.50V_MeasI_X_X_X_X		4141405		A	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	0.000018	0.000022	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck10_LP_LS_CSAOS_X_X_PostBurnTarget_T_VDD2.50V_MeasI_X_X_X_X		4141406		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck10_LP_LS_CSAOS_X_X_PostBurnCode_C_VDD2.50V_MeasI_X_X_X_X		4141407			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck10_LP_LS_CSAOS_X_X_PostBurn_T_VDD2.50V_MeasI_X_X_X_X		4141408		A	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck11_LP_LS_CSAOS_X_X_PostBurnTarget_T_VDD2.50V_MeasI_X_X_X_X		4141409		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck11_LP_LS_CSAOS_X_X_PostBurnCode_C_VDD2.50V_MeasI_X_X_X_X		4141410			0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	0	15	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_CSAOS_PAR_PostBurn_GenTool	Buck11_LP_LS_CSAOS_X_X_PostBurn_T_VDD2.50V_MeasI_X_X_X_X		4141411		A	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	0.000028	0.000032	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck0_LP_LS_ICSOSADC_X_X_PostBurnTarget_T_VDD2.50V_MeasI_X_X_X_X		4141600		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck0_LP_LS_ICSOSADC_X_X_PostBurnCode_C_VDD2.50V_MeasI_X_X_X_X		4141601			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck0_LP_LS_ICSOSADC_X_X_PostBurn_T_VDD2.50V_MeasI_X_X_X_X		4141602		A	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck2_LP_LS_ICSOSADC_X_X_PostBurnTarget_T_VDD2.50V_MeasI_X_X_X_X		4141603		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck2_LP_LS_ICSOSADC_X_X_PostBurnCode_C_VDD2.50V_MeasI_X_X_X_X		4141604			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck2_LP_LS_ICSOSADC_X_X_PostBurn_T_VDD2.50V_MeasI_X_X_X_X		4141605		A	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck10_LP_LS_ICSOSADC_X_X_PostBurnTarget_T_VDD2.50V_MeasI_X_X_X_X		4141606		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck10_LP_LS_ICSOSADC_X_X_PostBurnCode_C_VDD2.50V_MeasI_X_X_X_X		4141607			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck10_LP_LS_ICSOSADC_X_X_PostBurn_T_VDD2.50V_MeasI_X_X_X_X		4141608		A	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck11_LP_LS_ICSOSADC_X_X_PostBurnTarget_T_VDD2.50V_MeasI_X_X_X_X		4141609		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck11_LP_LS_ICSOSADC_X_X_PostBurnCode_C_VDD2.50V_MeasI_X_X_X_X		4141610			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_LS_ICSOSADC_PAR_PostBurn_GenTool	Buck11_LP_LS_ICSOSADC_X_X_PostBurn_T_VDD2.50V_MeasI_X_X_X_X		4141611		A	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	0.00000388	0.00000588	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_NILIM_GenTool	Buck0_LP_NILIM_LX300mA_X_X_FinalTrim_T_VDD2.50V_ToggleDTB_X_X_X_X		4141800		A	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_NILIM_GenTool	Buck2_LP_NILIM_LX300mA_X_X_FinalTrim_T_VDD2.50V_ToggleDTB_X_X_X_X		4141801		A	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_NILIM_GenTool	Buck10_LP_NILIM_LX550mA_X_X_FinalTrim_T_VDD2.50V_ToggleDTB_X_X_X_X		4141802		A	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_NILIM_GenTool	Buck11_LP_NILIM_LX550mA_X_X_FinalTrim_T_VDD2.50V_ToggleDTB_X_X_X_X		4141803		A	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	0.45	0.65	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck0_LP_ZeroCross_LX0mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4142000		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck0_LP_ZeroCross_LX0mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4142001			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck2_LP_ZeroCross_LX0mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4142002		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck2_LP_ZeroCross_LX0mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4142003			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck10_LP_ZeroCross_LX0mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4142004		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck10_LP_ZeroCross_LX0mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4142005			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck11_LP_ZeroCross_LX0mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4142006		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck11_LP_ZeroCross_LX0mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4142007			0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	0	31	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck0_LP_ZeroCross_LX0mA_X_X_PostBurn_T_VDD2.50V_ToggleDTB_X_X_X_X		4142008		A	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck2_LP_ZeroCross_LX0mA_X_X_PostBurn_T_VDD2.50V_ToggleDTB_X_X_X_X		4142009		A	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck10_LP_ZeroCross_LX0mA_X_X_PostBurn_T_VDD2.50V_ToggleDTB_X_X_X_X		4142010		A	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_ZCD_PAR_PostBurn_GenTool	Buck11_LP_ZeroCross_LX0mA_X_X_PostBurn_T_VDD2.50V_ToggleDTB_X_X_X_X		4142011		A	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	-0.0375	0.0375	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_SC_OS_Gentool	Buck0_LP_SC_OS_X_X_P_X_VDD2.50V_MeasI_X_X_X_X		4142200		A	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_SC_OS_Gentool	Buck2_LP_SC_OS_X_X_P_X_VDD2.50V_MeasI_X_X_X_X		4142201		A	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_SC_OS_Gentool	Buck10_LP_SC_OS_X_X_P_X_VDD2.50V_MeasI_X_X_X_X		4142202		A	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_SC_OS_Gentool	Buck11_LP_SC_OS_X_X_P_X_VDD2.50V_MeasI_X_X_X_X		4142203		A	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	0.0000416	0.0000624	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_SlopeComp_Islope_PAR_PostBurn_Gentool	Buck0_LP_SlopeComp_ISlope_FB1V_ATB7p2uA_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4142400			1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_SlopeComp_Islope_PAR_PostBurn_Gentool	Buck2_LP_SlopeComp_ISlope_FB1V_ATB7p2uA_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4142401			1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_SlopeComp_Islope_PAR_PostBurn_Gentool	Buck10_LP_SlopeComp_ISlope_FB1V_ATB7p2uA_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4142402			1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_LP_SlopeComp_Islope_PAR_PostBurn_Gentool	Buck11_LP_SlopeComp_ISlope_FB1V_ATB7p2uA_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4142403			1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck0_HP1_PILIM_LX-750mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4143600		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck0_HP1_PILIM_LX-750mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4143601			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck2_HP1_PILIM_LX-750mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4143602		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck2_HP1_PILIM_LX-750mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4143603			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck10_HP1_PILIM_LX-750mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4143604		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck10_HP1_PILIM_LX-750mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4143605			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck11_HP1_PILIM_LX-750mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4143606		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck11_HP1_PILIM_LX-750mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4143607			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck0_HP1_PILIM_LX-750mA_X_X_PostBurn_T_VDD2.50V_ToggleDTB_X_X_X_X		4143608		A	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck2_HP1_PILIM_LX-750mA_X_X_PostBurn_T_VDD2.50V_ToggleDTB_X_X_X_X		4143609		A	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck10_HP1_PILIM_LX-750mA_X_X_PostBurn_T_VDD2.50V_ToggleDTB_X_X_X_X		4143610		A	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp1	Buck11_HP1_PILIM_LX-750mA_X_X_PostBurn_T_VDD2.50V_ToggleDTB_X_X_X_X		4143611		A	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	-0.78	-0.72	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp2	Buck0_HP3_PILIM_LX-750mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4143800		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp2	Buck0_HP3_PILIM_LX-750mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4143801			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp2	Buck0_HP4_PILIM_LX-750mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4143802		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp2	Buck0_HP4_PILIM_LX-750mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4143803			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp2	Buck1_HP1_PILIM_LX-950mA_X_X_PostBurnTarget_T_VDD2.50V_ToggleDTB_X_X_X_X		4143804		A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
	Run	Flow_BUCK235P_PHASE_PostBurn_LV	MultiPhase_HP_PILIM_PAR_PostBurn_GenTool_Grp2	Buck1_HP1_PILIM_LX-950mA_X_X_PostBurnCode_C_VDD2.50V_ToggleDTB_X_X_X_X		4143805			0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	0	63	
