DFF 1.1
	

	IG-XL Version		9.10.00_uflx(P5.2) 07.23.19.11.00	
	Test Program		LR68_CP1_X4_E04_200116_V04A_PROD_BCV0p71_25C.igxl	
	Date		43847.8305555556	
	User		SUFLX641\wafer	
	Computer Name		SUFLX641	
	Computer OS		Windows 7 Service Pack 1	
	Computer Speed		~3292 Mhz GenuineIntel Intel64 Family 6 Model 45 Stepping 7 (8 Processor(s))	
	Computer Memory		33476168 KB RAM	
	DSP PC		1 DSP PC(s) with 1 Processor(s), GenuineIntel Intel64 Family 6 Model 62 Stepping 4 each with 10 Cores per processor 16	
	Tester		Jaguar	
	Job		CP1	
	Channel Map		ChannelMap_CP_4_site	
	Part	
	Environment	
	Sites		4	
	SitesStartingCount		1	
	Enable Words		Bintable,Temp_25C,CP,CFG_UDR_MON_Read_Enable,CFG_Enable,BKM_Fuse,CFG_Early_Enable,ECID_Enable,CP1,EVS,ECID_DEID_Enable,ECID_nonDEID_Enable,UDR_P_Enable,UDR_E_Enable,MON_Enable,HardIPBin,Prod_CP1,HARDIP_PCIE,HARDIP_PCIEREFBUF,HARDIP_CIO,HARDIP_LPDPRX,HARDIP_LPDPTX,HARDIP_ADC,HARDIP_SEPVM,HARDIP_RLXOSC,HARDIP_AMP,HARDIP_MIPI,HARDIP_EUSB,HARDIP_LLPS,HARDIP_FRO,HARDIP_DCM,HARDIP_IVDM,HARDIP_DSGRINGS,HARDIP_PSR1,HARDIP_VTHSENSOR,HARDIP_WRITERLEAKER,HARDIP_PCIEREFPLL,HARDIP_PCIETXPLL,HARDIP_PCIEAUSPLL,HARDIP_LPDPAUSPLL,HARDIP_CIO3PLL,HARDIP_CIOAUSPLL,HARDIP_ADCLK,HARDIP_SOCPLL,HARDIP_DDRPLL,HARDIP_ULPPLL,HARDIP_FLPPLL,eFuse_All_Enable,XI0_nWire,UID_Enable,UDR_E_Early_Enable,UDR_P_Early_Enable,HARDIP_MTRTSNS,HARDIP_MTRSNS,HARDIP_MTRGR,HARDIP_PCMRINGS,HARDIP_SEPDFM,HardIP_Autorange,Prod_All,Mbist_FingerPrint,Mbist_FingerPrint_Vector,BV_Mbist,UARTToDatalog,Enable_HardIP,SPIROM_1_Write	
	Run Mode		Run	
	Total Execution Time		180.5589799	
	Total Results Overhang		N/A	
	Session Comment	


	Flow Sheet	Line	Flow Step		VBT	
				Total	PreBody	Body	PostBody	TName	TNum	
	Flow_SocMbist	370	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR11_ERT_JTG_1WB_MSXXXX_SI_SRVBBIST_F100_HV	0.0085861					15030100	
	Flow_SocMbist	371	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR12_ERT_JTG_1WB_MSXXXX_SI_SRVBBIST_F100_HV	0.0127119					15030200	
	Flow_SocMbist	372	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR13_ERT_JTG_1WB_MSXXXX_SI_SRVBBIST_F100_HV	0.0086325					15030300	
	Flow_SocMbist	373	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR14_ERT_JTG_1WB_MIXXXX_SI_SRVBBIST_F100_HV	0.0096322					15030400	
	Flow_SocMbist	374	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR15_ERT_JTG_1WB_MSXXXX_SI_SRVBBIST_F100_HV	0.0117364					15030500	
	Flow_SocMbist	375	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR16_ERT_JTG_1WB_MSXXXX_SI_SRVBBIST_F100_HV	0.010937					15030600	
	Flow_SocMbist	376	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR17_ERT_JTG_1WB_MSXXXX_SI_SRVBBIST_F100_HV	0.0099563					15030700	
	Flow_SocMbist	377	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR18_ERT_JTG_1WB_MSXXXX_SI_SRVBBIST_F100_HV	0.0088713					15030800	
	Flow_SocMbist	378	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR19_ERT_JTG_1WB_MSXXXX_SI_SRVBBIST_F100_HV	0.0094381					15030900	
	Flow_SocMbist	379	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR20_ERT_JTG_1WB_MRXXXX_SI_SRVBBIST_F100_HV	0.0077028					15031000	
	Flow_SocMbist	380	SocMbist_VRS_TEST_DATA_REG_IN01_PP_TONA0_S_IN01_BI_CHIP_TDR_JTG_UNS_ALLFRV_SI_EMA_ERT_NV	0.0174955					15022600	
	Flow_SocMbist	381	SocMbist_VRS_PLL_INIT_IN01_PP_TONA0_S_IN01_BI_XXXX_PLL_JTG_UNS_F00024_SI_FROM_F00100_NV	0.0077793					15022700	
	Flow_SocMbist	382	SocMbist_VRS_PLL_INIT_IN01_PP_TONA0_S_IN01_BI_XXXX_PLL_JTG_UNS_F00024_SI_MP_NV	0.007062					15022800	
	Flow_SocMbist	383	SocMbist_VRS_PLL_INIT_IN01_PP_TONA0_S_IN01_BI_XXXX_PLL_JTG_UNS_F00024_SI_MD_NV	0.0083345					15022900	
	Flow_SocMbist	384	SocMbist_RETENTION_Wait100mS_ERTBIRA_Retention	0.1337815					15023000	
	Flow_SocMbist	385	SocMbist_VRS_PLL_INIT_IN01_PP_TONA0_S_IN01_BI_XXXX_PLL_JTG_UNS_F00100_SI_FROM_F00024_NV	0.0185157					15023100	
	Flow_SocMbist	386	SocMbist_VRS_PLL_INIT_IN01_PP_TONA0_S_IN01_BI_XXXX_PLL_JTG_UNS_F00100_SI_MP_NV	0.0079308					15018600	
	Flow_SocMbist	387	SocMbist_VRS_PLL_INIT_IN01_PP_TONA0_S_IN01_BI_XXXX_PLL_JTG_UNS_F00100_SI_MD_NV	0.0074542					15018500	
	Flow_SocMbist	388	SocMbist_VRS_TEST_DATA_REG_IN01_PP_TONA0_S_IN01_BI_CHIP_TDR_JTG_UNS_ALLFRV_SI_EMA_DEF_NV	0.0070045					15023400	
	Flow_SocMbist	389	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR02_ERT_JTG_1RB_MSXXXX_SI_SRVABIST_F100_HV	0.018242					15032000	
	Flow_SocMbist	390	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR03_ERT_JTG_1RB_MDXXXX_SI_SRVABIST_F100_HV	0.0091526					15032100	
	Flow_SocMbist	391	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G1_HV	0.015409					15032200	
	Flow_SocMbist	392	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G2_HV	0.0075843					15032300	
	Flow_SocMbist	393	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G3_HV	0.007503					15032400	
	Flow_SocMbist	394	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G4_HV	0.0071945					15032500	
	Flow_SocMbist	395	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G5_HV	0.0072204					15032600	
	Flow_SocMbist	396	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G6_HV	0.0071967					15032700	
	Flow_SocMbist	397	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G7_HV	0.0069976					15032800	
	Flow_SocMbist	398	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G8_HV	0.0068891					15032900	
	Flow_SocMbist	399	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G9_HV	0.0073254					15033000	
	Flow_SocMbist	400	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR04_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G10_HV	0.0075463					15033100	
	Flow_SocMbist	401	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR05_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100_HV	0.007249					15033200	
	Flow_SocMbist	402	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR06_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G1_HV	0.0069705					15033300	
	Flow_SocMbist	403	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR06_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G2_HV	0.0078689					15033400	
	Flow_SocMbist	404	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR06_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G3_HV	0.0070508					15033500	
	Flow_SocMbist	405	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR06_ERT_JTG_1RB_MLXXXX_SI_SRVABIRA_F100G4_HV	0.0069699					15033600	
	Flow_SocMbist	406	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR07_ERT_JTG_1RB_MSXXXX_SI_SRVABIRA_F100_HV	0.0106878					15033700	
	Flow_SocMbist	407	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR08_ERT_JTG_1RB_MSXXXX_SI_SRVABIRA_F100_HV	0.0132923					15033800	
	Flow_SocMbist	408	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR09_ERT_JTG_1RB_MSXXXX_SI_SRVABIRA_F100_HV	0.0080845					15033900	
	Flow_SocMbist	409	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR10_ERT_JTG_1RB_MIXXXX_SI_SRVABIRA_F100_HV	0.0083479					15034000	
	Flow_SocMbist	410	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR11_ERT_JTG_1RB_MIXXXX_SI_SRVABIRA_F100_HV	0.0090091					15034100	
	Flow_SocMbist	411	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR02_ERT_JTG_1RB_MSXXXX_SI_SRVBBIST_F100_HV	0.0168565					15034200	
	Flow_SocMbist	412	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR03_ERT_JTG_1RB_MCXXXX_SI_SRVBBIST_F100_HV	0.0078384					15034300	
	Flow_SocMbist	413	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR07_ERT_JTG_1RB_MPXXXX_SI_SRVBBIRA_F100_HV	0.0156702					15034400	
	Flow_SocMbist	414	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR08_ERT_JTG_1RB_MPXXXX_SI_SRVBBIRA_F100_HV	0.0071737					15034500	
	Flow_SocMbist	415	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR09_ERT_JTG_1RB_MPXXXX_SI_SRVBBIRA_F100_HV	0.0081529					15034600	
	Flow_SocMbist	416	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR10_ERT_JTG_1RB_MPXXXX_SI_SRVBBIRA_F100_HV	0.0074047					15034700	
	Flow_SocMbist	417	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR11_ERT_JTG_1RB_MSXXXX_SI_SRVBBIRA_F100_HV	0.0084244					15034800	
	Flow_SocMbist	418	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR12_ERT_JTG_1RB_MSXXXX_SI_SRVBBIRA_F100_HV	0.0118008					15034900	
	Flow_SocMbist	419	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR13_ERT_JTG_1RB_MSXXXX_SI_SRVBBIRA_F100_HV	0.008723					15035000	
	Flow_SocMbist	420	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR14_ERT_JTG_1RB_MIXXXX_SI_SRVBBIRA_F100_HV	0.0093597					15035100	
	Flow_SocMbist	421	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR15_ERT_JTG_1RB_MSXXXX_SI_SRVBBIRA_F100_HV	0.0103302					15035200	
	Flow_SocMbist	422	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR16_ERT_JTG_1RB_MSXXXX_SI_SRVBBIRA_F100_HV	0.010304					15035300	
	Flow_SocMbist	423	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR17_ERT_JTG_1RB_MSXXXX_SI_SRVBBIRA_F100_HV	0.0094679					15035400	
	Flow_SocMbist	424	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR18_ERT_JTG_1RB_MSXXXX_SI_SRVBBIRA_F100_HV	0.0082972					15035500	
	Flow_SocMbist	425	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR19_ERT_JTG_1RB_MSXXXX_SI_SRVBBIRA_F100_HV	0.0100185					15035600	
	Flow_SocMbist	426	SocMbist_VRS_EXT_RETENTION_PL01_PP_TONA0_S_PL01_BI_GR20_ERT_JTG_1RB_MRXXXX_SI_SRVBBIRA_F100_HV	0.0077127					15035700	
	Flow_SocMbist	427	BINTABLE	0.0000199	
	Flow_SocMbist	428	BINTABLE	0.0000168	
	Flow_SocMbist	429	BINTABLE	0.0000159	
	Flow_SocMbist	430	BINTABLE	0.0000152	
	Flow_SocMbist	431	BINTABLE	0.0000152	
	Flow_SocMbist	432	BINTABLE	0.0000152	
	Flow_SocMbist	433	BINTABLE	0.0000152	
	Flow_SocMbist	434	BINTABLE	0.0000149	
	Flow_SocMbist	435	BINTABLE	0.0000146	
	Flow_SocMbist	436	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR04_BIS_JTG_UNS_MLXXXX_SI_SRVA_NV	0.0184503					15035800	
	Flow_SocMbist	437	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR05_BIS_JTG_UNS_MLXXXX_SI_SRVA_NV	0.0078073					15035900	
	Flow_SocMbist	438	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR06_BIS_JTG_UNS_MLXXXX_SI_SRVA_NV	0.0069827					15036000	
	Flow_SocMbist	439	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR07_BIS_JTG_UNS_MSXXXX_SI_SRVA_NV	0.0071777					15036100	
	Flow_SocMbist	440	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR08_BIS_JTG_UNS_MSXXXX_SI_SRVA_NV	0.0073758					15036200	
	Flow_SocMbist	441	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR09_BIS_JTG_UNS_MSXXXX_SI_SRVA_NV	0.0072421					15036300	
	Flow_SocMbist	442	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR10_BIS_JTG_UNS_MIXXXX_SI_SRVA_NV	0.0072291					15036400	
	Flow_SocMbist	443	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR11_BIS_JTG_UNS_MIXXXX_SI_SRVA_NV	0.0070595					15036500	
	Flow_SocMbist	444	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR07_BIS_JTG_UNS_MPXXXX_SI_SRVB_NV	0.0070464					15036600	
	Flow_SocMbist	445	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR08_BIS_JTG_UNS_MPXXXX_SI_SRVB_NV	0.0070548					15036700	
	Flow_SocMbist	446	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR09_BIS_JTG_UNS_MPXXXX_SI_SRVB_NV	0.0070017					15036800	
	Flow_SocMbist	447	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR10_BIS_JTG_UNS_MPXXXX_SI_SRVB_NV	0.0070325					15036900	
	Flow_SocMbist	448	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR11_BIS_JTG_UNS_MSXXXX_SI_SRVB_NV	0.008091					15037000	
	Flow_SocMbist	449	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR12_BIS_JTG_UNS_MSXXXX_SI_SRVB_NV	0.0076828					15037100	
	Flow_SocMbist	450	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR13_BIS_JTG_UNS_MSXXXX_SI_SRVB_NV	0.0071382					15037200	
	Flow_SocMbist	451	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR14_BIS_JTG_UNS_MIXXXX_SI_SRVB_NV	0.0071404					15037300	
	Flow_SocMbist	452	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR15_BIS_JTG_UNS_MSXXXX_SI_SRVB_NV	0.0076788					15037400	
	Flow_SocMbist	453	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR16_BIS_JTG_UNS_MSXXXX_SI_SRVB_NV	0.0076711					15037500	
	Flow_SocMbist	454	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR17_BIS_JTG_UNS_MSXXXX_SI_SRVB_NV	0.0070974					15037600	
	Flow_SocMbist	455	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR18_BIS_JTG_UNS_MSXXXX_SI_SRVB_NV	0.0071842					15037700	
	Flow_SocMbist	456	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR19_BIS_JTG_UNS_MSXXXX_SI_SRVB_NV	0.0071644					15037800	
	Flow_SocMbist	457	SocMbist_VRS_BISR_PL01_PP_TONA0_S_PL01_BI_GR20_BIS_JTG_UNS_MRXXXX_SI_SRVB_NV	0.0071665					15037900	
	Flow_SocMbist	458	BINTABLE	0.0000224	
	Flow_SocMbist	459	BINTABLE	0.0000162	
	Flow_SocMbist	460	SocMbist_VRS_FLOAD_PL01_PP_TONA0_S_PL01_BI_CHIP_FLD_JTG_FLS_ALLFRV_SI_SRVA_NV	0.0074984					15038000	
	Flow_SocMbist	461	BINTABLE	0.0000196	
	Flow_SocMbist	462	SocMbist_VRS_FLOAD_PL01_PP_TONA0_S_PL01_BI_CHIP_FLD_JTG_FLP_ALLFRV_SI_SRVA_NV	0.0070567					15038100	
	Flow_SocMbist	463	IF	0.0000214	
	Flow_SocMbist	475	ENDIF	0.0000091	
	Flow_SocMbist	476	SocMbist_VRS_FLOAD_PL01_PP_TONA0_S_PL01_BI_CHIP_FLD_JTG_FLS_ALLFRV_SI_SRVB_NV	0.0076604					15038700	
	Flow_SocMbist	477	BINTABLE	0.0000199	
	Flow_SocMbist	478	SocMbist_VRS_FLOAD_PL01_PP_TONA0_S_PL01_BI_CHIP_FLD_JTG_FLP_ALLFRV_SI_SRVB_NV	0.0071634					15038800	
	Flow_SocMbist	479	IF	0.0000209	
	Flow_SocMbist	491	ENDIF	0.0000087	
	Flow_SocMbist	492	SocMbist_VRS_EPS_INIT_IN01_PP_TONA0_S_IN01_BI_XXXX_XXX_JTG_UNS_F00100_SI_NV	0.0097504					15039400	
	Flow_SocMbist	493	SocMbist_VRS_SERVER_TST_IN01_PP_TONA0_S_IN01_BI_CHIP_SRV_JTG_UNS_ALLFRV_SI_SRVA_NOINIT_NV	0.0172554					15000500	
	Flow_SocMbist	494	SocMbist_VRS_SERVER_TST_IN01_PP_TONA0_S_IN01_BI_CHIP_SRV_JTG_UNS_ALLFRV_SI_SRVB_NOINIT_NV	0.0322602					15000900	
	Flow_SocMbist	495	BINTABLE	0.0000249	
	Flow_SocMbist	496	SocMbist_VRS_TEST_DATA_REG_IN01_PP_TONA0_S_IN01_BI_XXXX_TDR_JTG_UNS_ALLFRV_SI_DSRM0F_NV	0.0080153					15001100	
	Flow_SocMbist	497	NOP	0.0000228					15001200	
	Flow_SocMbist	498	NOP	0.0000158					15001300	
	Flow_SocMbist	499	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G1_MHV	0.0233366					15040000	
	Flow_SocMbist	500	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G2_MHV	0.0140043					15040100	
	Flow_SocMbist	501	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G3_MHV	0.013618					15040200	
	Flow_SocMbist	502	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G4_MHV	0.0133221					15040300	
	Flow_SocMbist	503	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G5_MHV	0.0132764					15040400	
	Flow_SocMbist	504	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G6_MHV	0.0132279					15040500	
	Flow_SocMbist	505	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G7_MHV	0.0132863					15040600	
	Flow_SocMbist	506	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G8_MHV	0.0132571					15040700	
	Flow_SocMbist	507	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G9_MHV	0.0134248					15040800	
	Flow_SocMbist	508	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR04_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G10_MHV	0.0134624					15040900	
	Flow_SocMbist	509	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR05_BST_JTG_UNS_MLXXXX_SI_SRVA_F100_MHV	0.0135081					15041000	
	Flow_SocMbist	510	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR06_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G1_MHV	0.0133324					15041100	
	Flow_SocMbist	511	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR06_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G2_MHV	0.0133013					15041200	
	Flow_SocMbist	512	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR06_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G3_MHV	0.0131834					15041300	
	Flow_SocMbist	513	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR06_BST_JTG_UNS_MLXXXX_SI_SRVA_F100G4_MHV	0.0131407					15041400	
	Flow_SocMbist	514	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR07_BST_JTG_UNS_MSXXXX_SI_SRVA_F100_MHV	0.029797					15041500	
	Flow_SocMbist	515	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR08_BST_JTG_UNS_MSXXXX_SI_SRVA_F100_MHV	0.0142926					15041600	
	Flow_SocMbist	516	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR09_BST_JTG_UNS_MSXXXX_SI_SRVA_F100_MHV	0.0211636					15041700	
	Flow_SocMbist	517	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR10_BST_JTG_UNS_MIXXXX_SI_SRVA_F100_MHV	0.0350761					15041800	
	Flow_SocMbist	518	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR11_BST_JTG_UNS_MIXXXX_SI_SRVA_F100_MHV	0.0351834					15041900	
	Flow_SocMbist	519	NOP	0.0000212					15003400	
	Flow_SocMbist	520	NOP	0.0000249					15003500	
	Flow_SocMbist	521	NOP	0.0000155					15003600	
	Flow_SocMbist	522	NOP	0.0000137					15003700	
	Flow_SocMbist	523	NOP	0.0000134					15003800	
	Flow_SocMbist	524	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR07_BST_JTG_UNS_MPXXXX_SI_SRVB_F100_MHV	0.0115364					15042500	
	Flow_SocMbist	525	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR08_BST_JTG_UNS_MPXXXX_SI_SRVB_F100_MHV	0.0092154					15042600	
	Flow_SocMbist	526	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR09_BST_JTG_UNS_MPXXXX_SI_SRVB_F100_MHV	0.0088094					15042700	
	Flow_SocMbist	527	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR10_BST_JTG_UNS_MPXXXX_SI_SRVB_F100_MHV	0.0108456					15042800	
	Flow_SocMbist	528	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR11_BST_JTG_UNS_MSXXXX_SI_SRVB_F100_MHV	0.0149962					15042900	
	Flow_SocMbist	529	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR12_BST_JTG_UNS_MSXXXX_SI_SRVB_F100_MHV	0.0342667					15043000	
	Flow_SocMbist	530	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR13_BST_JTG_UNS_MSXXXX_SI_SRVB_F100_MHV	0.0210277					15043100	
	Flow_SocMbist	531	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR14_BST_JTG_UNS_MIXXXX_SI_SRVB_F100_MHV	0.0342379					15043200	
	Flow_SocMbist	532	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR15_BST_JTG_UNS_MSXXXX_SI_SRVB_F100_MHV	0.0213148					15043300	
	Flow_SocMbist	533	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR16_BST_JTG_UNS_MSXXXX_SI_SRVB_F100_MHV	0.0223661					15043400	
	Flow_SocMbist	534	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR17_BST_JTG_UNS_MSXXXX_SI_SRVB_F100_MHV	0.0283398					15043500	
	Flow_SocMbist	535	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR18_BST_JTG_UNS_MSXXXX_SI_SRVB_F100_MHV	0.0154569					15043600	
	Flow_SocMbist	536	SocMbist_Vmargin1_BIST_PL01_PP_TONA0_S_PL01_BI_GR19_BST_JTG_UNS_MSXXXX_SI_SRVB_F100_MHV	0.0351561					15043700	
